"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","gene","contrast","celltype"
4.50289632873146e-18,-0.542718555475397,0.698,0.806,1.34046720810007e-13,"IFI27","PD_vs_Ctrl","Capillary EC"
5.62259943125451e-18,-1.6723951829772,0.153,0.376,1.67379162469015e-13,"ICAM1","PD_vs_Ctrl","Capillary EC"
9.26469397929898e-18,-1.45424248726306,0.184,0.419,2.75800675069751e-13,"PSMB9","PD_vs_Ctrl","Capillary EC"
3.41403749230143e-17,-2.32236868407589,0.068,0.253,1.01632482108321e-12,"SERPINE1","PD_vs_Ctrl","Capillary EC"
5.474080930543e-17,-2.09092588020448,0.073,0.262,1.62957915221335e-12,"BIRC3","PD_vs_Ctrl","Capillary EC"
7.89928311759053e-17,-1.22476720834017,0.231,0.467,2.35153759127553e-12,"STAT1","PD_vs_Ctrl","Capillary EC"
1.40446969921823e-16,-0.707512004347732,0.534,0.702,4.18096584760274e-12,"ADIRF","PD_vs_Ctrl","Capillary EC"
1.63808241382821e-16,-1.16657745041007,0.258,0.492,4.87640753772521e-12,"GBP2","PD_vs_Ctrl","Capillary EC"
1.92610462716989e-16,-1.68108691753105,0.099,0.303,5.73382086462204e-12,"SLC38A3","PD_vs_Ctrl","Capillary EC"
6.38291912241343e-16,-1.13534234895103,0.286,0.508,1.90013119355125e-11,"GBP4","PD_vs_Ctrl","Capillary EC"
1.75577092521628e-15,0.570552120634869,0.834,0.67,5.22675446727635e-11,"HSPA1A","PD_vs_Ctrl","Capillary EC"
7.83038347777587e-15,-1.07418142434927,0.243,0.472,2.3310268574991e-10,"TAP1","PD_vs_Ctrl","Capillary EC"
7.91229540208122e-15,-1.67635798139971,0.12,0.31,2.35541121824556e-10,"SLC6A6","PD_vs_Ctrl","Capillary EC"
1.46233101969336e-14,-0.919440333418804,0.367,0.569,4.35321321252516e-10,"SLC16A1","PD_vs_Ctrl","Capillary EC"
2.28704603454428e-14,-1.74207578761963,0.125,0.31,6.80830734023486e-10,"RARRES3","PD_vs_Ctrl","Capillary EC"
2.74110242286509e-14,-0.757214539754349,0.454,0.651,8.15998780262708e-10,"PARP14","PD_vs_Ctrl","Capillary EC"
4.32314485095314e-14,0.679430697525376,0.712,0.492,1.28695699068024e-09,"HSPH1","PD_vs_Ctrl","Capillary EC"
5.63584725532997e-14,-1.07684411735453,0.234,0.453,1.67773536943918e-09,"CD74","PD_vs_Ctrl","Capillary EC"
6.20015991488221e-14,-1.78222640310736,0.118,0.296,1.84572560506129e-09,"IFIT1","PD_vs_Ctrl","Capillary EC"
6.34229990436375e-14,-1.34658834888404,0.189,0.385,1.88803925853004e-09,"SLC5A6","PD_vs_Ctrl","Capillary EC"
2.78560331272882e-13,-1.12858389151188,0.225,0.428,8.29246250166242e-09,"TNFSF10","PD_vs_Ctrl","Capillary EC"
2.94147572314105e-13,-1.20213411998794,0.203,0.403,8.75647908021859e-09,"IRF1","PD_vs_Ctrl","Capillary EC"
5.02744422425462e-13,-1.44681560169013,0.111,0.289,1.49661987111836e-08,"VCAM1","PD_vs_Ctrl","Capillary EC"
1.0997799547488e-12,-0.759274466675774,0.433,0.606,3.27393494729172e-08,"LGALS3","PD_vs_Ctrl","Capillary EC"
1.48739010982573e-12,-1.09908153003994,0.265,0.465,4.42781161794022e-08,"C1orf61","PD_vs_Ctrl","Capillary EC"
1.95577005424748e-12,-1.75795201298015,0.083,0.241,5.82213187448932e-08,"RSAD2","PD_vs_Ctrl","Capillary EC"
2.02688840957504e-12,-1.94259953163622,0.066,0.214,6.03384410646395e-08,"IFIT2","PD_vs_Ctrl","Capillary EC"
4.0452131253855e-12,-1.23323396593027,0.168,0.351,1.20421949529601e-07,"IFIH1","PD_vs_Ctrl","Capillary EC"
6.71732008550063e-12,-1.12331673109602,0.189,0.376,1.99967901625268e-07,"APOL3","PD_vs_Ctrl","Capillary EC"
1.02047790504829e-11,-0.749338202975012,0.432,0.592,3.03786067553825e-07,"S100A10","PD_vs_Ctrl","Capillary EC"
1.41309474065208e-11,-0.698623390748562,0.445,0.604,4.20664173344718e-07,"S100A11","PD_vs_Ctrl","Capillary EC"
1.60918243499076e-11,-1.27131057608953,0.14,0.312,4.790375190724e-07,"DEGS2","PD_vs_Ctrl","Capillary EC"
1.84608542940717e-11,-0.932229966617794,0.293,0.474,5.4956117148022e-07,"VSIR","PD_vs_Ctrl","Capillary EC"
2.13586966501024e-11,-0.569264968066556,0.551,0.683,6.35827040576898e-07,"LY6E","PD_vs_Ctrl","Capillary EC"
2.61165225813632e-11,-0.64172977127744,0.513,0.633,7.77462760724601e-07,"PPDPF","PD_vs_Ctrl","Capillary EC"
3.2275457947345e-11,1.07490418177134,0.489,0.353,9.60808107634514e-07,"FKBP4","PD_vs_Ctrl","Capillary EC"
3.56491932173348e-11,0.750724434688555,0.6,0.462,1.06124083288684e-06,"HSPA5","PD_vs_Ctrl","Capillary EC"
3.80888849344981e-11,-1.04537929236026,0.251,0.433,1.13386801561508e-06,"ENHO","PD_vs_Ctrl","Capillary EC"
4.05953150689091e-11,-0.513711320406496,0.603,0.749,1.20848193428635e-06,"FP671120.1","PD_vs_Ctrl","Capillary EC"
4.30099567196731e-11,-0.603454253268721,0.477,0.697,1.28036340158795e-06,"MT3","PD_vs_Ctrl","Capillary EC"
1.01237717332366e-10,-1.12475056407863,0.199,0.374,3.0137456072672e-06,"PLIN2","PD_vs_Ctrl","Capillary EC"
2.51212926664922e-10,0.849871891166165,0.506,0.339,7.47835761388807e-06,"PRKD1","PD_vs_Ctrl","Capillary EC"
3.62164236020289e-10,-1.21251964530707,0.159,0.319,1.0781267142088e-05,"ANGPTL4","PD_vs_Ctrl","Capillary EC"
4.09149137871653e-10,-1.13221414822998,0.156,0.321,1.21799606853012e-05,"IFI35","PD_vs_Ctrl","Capillary EC"
4.17117210000831e-10,-1.21807935204467,0.113,0.267,1.24171622245147e-05,"HERC6","PD_vs_Ctrl","Capillary EC"
5.27675170646603e-10,-1.55475060535728,0.075,0.207,1.57083621549787e-05,"ID2","PD_vs_Ctrl","Capillary EC"
5.3314081510977e-10,-0.972451887988882,0.25,0.424,1.58710689250027e-05,"PSMB8","PD_vs_Ctrl","Capillary EC"
8.89921334992081e-10,-0.933118641930331,0.276,0.444,2.64920682213793e-05,"S100A13","PD_vs_Ctrl","Capillary EC"
1.10612172517173e-09,-0.541761862130241,0.499,0.663,3.29281376366373e-05,"FP236383.1","PD_vs_Ctrl","Capillary EC"
1.17509896967068e-09,0.619008421221909,0.631,0.519,3.49815212281264e-05,"HSP90B1","PD_vs_Ctrl","Capillary EC"
1.30776212062643e-09,0.543094581164932,0.676,0.533,3.89307705689281e-05,"ADAMTS9-AS2","PD_vs_Ctrl","Capillary EC"
1.33584264299975e-09,-0.597639387403225,0.484,0.624,3.97666996394595e-05,"ID1","PD_vs_Ctrl","Capillary EC"
1.41225514639661e-09,-1.1016273047268,0.184,0.346,4.20414234530808e-05,"ISG20","PD_vs_Ctrl","Capillary EC"
1.58448181664287e-09,0.553463382866696,0.681,0.499,4.71684391996415e-05,"HSPA1B","PD_vs_Ctrl","Capillary EC"
1.75325955431037e-09,-0.95600285554727,0.248,0.41,5.21927836722653e-05,"SLC1A2","PD_vs_Ctrl","Capillary EC"
1.82026663860816e-09,-0.550823682302878,0.499,0.642,5.41875175647264e-05,"GUK1","PD_vs_Ctrl","Capillary EC"
2.06536442036187e-09,-1.34899966236335,0.087,0.221,6.14838334297526e-05,"SEMA3G","PD_vs_Ctrl","Capillary EC"
2.16014103243676e-09,-1.21940766925705,0.109,0.253,6.43052383946099e-05,"EGR1","PD_vs_Ctrl","Capillary EC"
2.17130858234949e-09,-0.877290081396092,0.206,0.38,6.46376851879619e-05,"HLA-DRB1","PD_vs_Ctrl","Capillary EC"
2.17527348837496e-09,0.505612604483893,0.7,0.585,6.47557164754342e-05,"PTGES3","PD_vs_Ctrl","Capillary EC"
2.33630151050027e-09,-0.783962169076097,0.366,0.513,6.95493596660826e-05,"ZFP36","PD_vs_Ctrl","Capillary EC"
2.36513582578602e-09,-1.12309318772724,0.175,0.333,7.04077283978239e-05,"ETFB","PD_vs_Ctrl","Capillary EC"
2.47448731899723e-09,-1.22792084515925,0.121,0.267,7.36630129992285e-05,"APOC1","PD_vs_Ctrl","Capillary EC"
2.48264013084471e-09,0.537710131298937,0.653,0.531,7.39057140551163e-05,"SLC38A2","PD_vs_Ctrl","Capillary EC"
2.50384545304283e-09,-1.01445592627652,0.168,0.328,7.45369752916319e-05,"TMEM140","PD_vs_Ctrl","Capillary EC"
2.83899133121366e-09,-0.822927398222646,0.241,0.415,8.45139329388996e-05,"LSR","PD_vs_Ctrl","Capillary EC"
3.08563311472409e-09,-1.23435650292922,0.13,0.276,9.18562121922214e-05,"TTYH1","PD_vs_Ctrl","Capillary EC"
3.36767481967262e-09,-1.39847274745815,0.088,0.221,0.000100252311706834,"HEY1","PD_vs_Ctrl","Capillary EC"
3.49390033670292e-09,-0.876833820596615,0.198,0.367,0.000104009919123309,"APOL6","PD_vs_Ctrl","Capillary EC"
3.75380251964868e-09,0.834996621986619,0.494,0.353,0.000111746947207422,"CHORDC1","PD_vs_Ctrl","Capillary EC"
3.96721538201076e-09,-0.945137392628339,0.203,0.364,0.000118100034707078,"DDX58","PD_vs_Ctrl","Capillary EC"
5.44894930262435e-09,0.509456931274476,0.718,0.608,0.000162209771789824,"HSPB1","PD_vs_Ctrl","Capillary EC"
6.28407690798656e-09,-0.755308543554569,0.324,0.499,0.000187070685473852,"METRN","PD_vs_Ctrl","Capillary EC"
7.0919901300265e-09,-1.14329598639281,0.175,0.314,0.000211121454180759,"XIST","PD_vs_Ctrl","Capillary EC"
7.56783926963347e-09,-0.733706969151051,0.251,0.433,0.000225287007217719,"PSME1","PD_vs_Ctrl","Capillary EC"
7.75455489150504e-09,0.500600767233854,0.693,0.583,0.000230845344565214,"PITPNC1","PD_vs_Ctrl","Capillary EC"
8.69773428562554e-09,-0.92321029180705,0.189,0.346,0.000258922851948787,"HLA-F","PD_vs_Ctrl","Capillary EC"
1.00994427638566e-08,0.82951452587539,0.489,0.367,0.000300650311637248,"STIP1","PD_vs_Ctrl","Capillary EC"
1.29793322960052e-08,-1.10483823822481,0.116,0.255,0.000386381743119778,"SEMA3F","PD_vs_Ctrl","Capillary EC"
1.34465595745073e-08,-1.10382194357573,0.125,0.264,0.000400290631973508,"OMD","PD_vs_Ctrl","Capillary EC"
1.39136760335009e-08,-1.23065182006855,0.107,0.241,0.000414196221841289,"CTSH","PD_vs_Ctrl","Capillary EC"
1.53038862215443e-08,-0.895421180804827,0.205,0.367,0.000455581388929152,"S100A1","PD_vs_Ctrl","Capillary EC"
1.6415749678863e-08,-1.35851808481008,0.085,0.207,0.000488680452190074,"SOX17","PD_vs_Ctrl","Capillary EC"
1.84755809472558e-08,1.109742943589,0.369,0.235,0.000549999569218858,"NMT2","PD_vs_Ctrl","Capillary EC"
1.8601825294179e-08,-1.04620036107443,0.14,0.282,0.000553757737182415,"RELB","PD_vs_Ctrl","Capillary EC"
2.0441562304446e-08,-1.14403442032259,0.139,0.28,0.000608524868241054,"BTN3A2","PD_vs_Ctrl","Capillary EC"
2.04437327541986e-08,-0.798663350007385,0.328,0.483,0.000608589480359737,"SLC26A3","PD_vs_Ctrl","Capillary EC"
2.46280506591452e-08,-1.44523581396992,0.106,0.23,0.000733152440072093,"PCP4","PD_vs_Ctrl","Capillary EC"
2.96925928826144e-08,-0.978150405567337,0.227,0.371,0.000883918797522548,"SOX7","PD_vs_Ctrl","Capillary EC"
3.48267810345546e-08,-0.80702484177878,0.224,0.387,0.00103675844461766,"CHMP2A","PD_vs_Ctrl","Capillary EC"
3.82089398740807e-08,-1.1073446549361,0.121,0.253,0.00113744193111151,"MX2","PD_vs_Ctrl","Capillary EC"
4.44879472468342e-08,1.05127833809743,0.392,0.276,0.00132436170159101,"AHSA1","PD_vs_Ctrl","Capillary EC"
4.60559709268514e-08,-0.68440408799681,0.322,0.483,0.00137104019852144,"RPL13A","PD_vs_Ctrl","Capillary EC"
5.39352511320889e-08,-0.765077201557489,0.286,0.449,0.00160559849095115,"S100B","PD_vs_Ctrl","Capillary EC"
6.73180493805013e-08,-0.637104435079365,0.343,0.508,0.00200399101200814,"OPTN","PD_vs_Ctrl","Capillary EC"
7.00951927793657e-08,-0.654421562916332,0.279,0.449,0.00208666379384894,"PRSS23","PD_vs_Ctrl","Capillary EC"
8.01422410928319e-08,1.0831478071295,0.357,0.223,0.00238575437509251,"KCNE4","PD_vs_Ctrl","Capillary EC"
8.13936048402291e-08,-0.899080487128693,0.172,0.319,0.00242300622248878,"PSMA6P1","PD_vs_Ctrl","Capillary EC"
8.82133568202178e-08,-1.00302332346551,0.172,0.312,0.00262602341918106,"PPP1R1B","PD_vs_Ctrl","Capillary EC"
9.9918505347909e-08,-0.712128603608535,0.302,0.456,0.0029744739857019,"RPL27A","PD_vs_Ctrl","Capillary EC"
1.0344045243427e-07,-0.638474267881087,0.331,0.492,0.0030793188285158,"CIRBP","PD_vs_Ctrl","Capillary EC"
1.16053145398472e-07,-0.591242467649463,0.308,0.474,0.00345478608536711,"SMAD6","PD_vs_Ctrl","Capillary EC"
1.21484029441365e-07,0.87531295473375,0.433,0.319,0.00361645807244,"CDK2AP2","PD_vs_Ctrl","Capillary EC"
1.61389060561383e-07,-1.20212304309947,0.139,0.264,0.00480439094385181,"C8orf4","PD_vs_Ctrl","Capillary EC"
1.63291478081471e-07,-0.882986666347165,0.17,0.312,0.00486102401100732,"EIF3D","PD_vs_Ctrl","Capillary EC"
1.64712559665704e-07,-0.828937375444784,0.295,0.426,0.00490332818868835,"CD320","PD_vs_Ctrl","Capillary EC"
1.68207063643585e-07,-1.26976171790691,0.109,0.228,0.00500735607760589,"BAMBI","PD_vs_Ctrl","Capillary EC"
1.89288835883265e-07,-0.907586549937145,0.208,0.346,0.00563493935540892,"CLIC5","PD_vs_Ctrl","Capillary EC"
1.97697950826171e-07,-0.699088414651476,0.243,0.399,0.00588527029814429,"STAT2","PD_vs_Ctrl","Capillary EC"
2.13282610740287e-07,-1.06254110620651,0.109,0.232,0.00634921003912761,"RBM3","PD_vs_Ctrl","Capillary EC"
2.13931801998211e-07,-0.960591798697537,0.144,0.276,0.00636853581368474,"GADD45A","PD_vs_Ctrl","Capillary EC"
2.15392901271508e-07,-0.52456801493479,0.421,0.581,0.00641203127795151,"XAF1","PD_vs_Ctrl","Capillary EC"
2.26361716766665e-07,-0.809336065052766,0.237,0.383,0.00673856194642684,"TNIP1","PD_vs_Ctrl","Capillary EC"
2.42669873895229e-07,1.52643872317847,0.205,0.091,0.00722403947598707,"HSPD1P1","PD_vs_Ctrl","Capillary EC"
3.13490606232837e-07,-0.547752229548718,0.426,0.576,0.00933230185694534,"IFNGR1","PD_vs_Ctrl","Capillary EC"
3.14485076563476e-07,-0.978779381860367,0.118,0.241,0.00936190624421811,"OAS2","PD_vs_Ctrl","Capillary EC"
3.35812486743603e-07,-0.935471558859892,0.14,0.271,0.00999680191787033,"GBP3","PD_vs_Ctrl","Capillary EC"
3.5775899268194e-07,-0.924171692211884,0.173,0.31,0.0106501274531487,"C19orf60","PD_vs_Ctrl","Capillary EC"
3.80946573071112e-07,-0.509255662018394,0.501,0.62,0.0113403985337539,"PDXK","PD_vs_Ctrl","Capillary EC"
3.84852714251807e-07,-1.06721530673438,0.104,0.221,0.011456680450562,"ALAS1","PD_vs_Ctrl","Capillary EC"
3.93251323398867e-07,0.856959191838096,0.423,0.308,0.0117066986462609,"CACYBP","PD_vs_Ctrl","Capillary EC"
3.95652925933486e-07,-0.656566837589865,0.282,0.442,0.0117781919521139,"MXRA7","PD_vs_Ctrl","Capillary EC"
5.18323786071014e-07,-0.571677110615365,0.376,0.535,0.015429980787548,"TAPBP","PD_vs_Ctrl","Capillary EC"
5.61125269370485e-07,-0.665779813172512,0.314,0.458,0.01670413814389,"TRIM22","PD_vs_Ctrl","Capillary EC"
5.72622156594416e-07,-0.924394148973884,0.18,0.312,0.0170463889796592,"CTNNA2","PD_vs_Ctrl","Capillary EC"
5.9812668543501e-07,-1.24889224518192,0.099,0.21,0.0178056332987148,"ETNPPL","PD_vs_Ctrl","Capillary EC"
6.02550636563194e-07,-0.727694542346015,0.258,0.401,0.0179373298998497,"ATPIF1","PD_vs_Ctrl","Capillary EC"
6.77711169547211e-07,-1.05156513491909,0.144,0.26,0.0201747838062509,"HMGB1P5","PD_vs_Ctrl","Capillary EC"
6.7953357931873e-07,-0.64261563346109,0.359,0.485,0.0202290351227393,"ARRDC3","PD_vs_Ctrl","Capillary EC"
6.79719884501876e-07,-0.765204510433222,0.156,0.292,0.0202345812417364,"TNFRSF14","PD_vs_Ctrl","Capillary EC"
7.13237362189932e-07,0.880875879839018,0.371,0.241,0.0212323630350321,"HSPA4L","PD_vs_Ctrl","Capillary EC"
7.23031893534209e-07,-0.567516315118757,0.378,0.526,0.0215239364386199,"GPM6B","PD_vs_Ctrl","Capillary EC"
7.37035458482405e-07,0.731427065575758,0.468,0.362,0.0219408085635627,"ANKRD44","PD_vs_Ctrl","Capillary EC"
7.7461378151302e-07,-0.591494542877494,0.43,0.549,0.0230594776618611,"SOX18","PD_vs_Ctrl","Capillary EC"
8.41472654195397e-07,-0.918642789957936,0.184,0.31,0.0250497994427428,"PLA1A","PD_vs_Ctrl","Capillary EC"
1.05727802926355e-06,-1.19335069886334,0.099,0.207,0.0314741096531467,"LGALS9","PD_vs_Ctrl","Capillary EC"
1.29714474660176e-06,-0.575766240135996,0.407,0.533,0.0386147019615877,"GIMAP7","PD_vs_Ctrl","Capillary EC"
1.50536838995641e-06,-0.793291925067381,0.224,0.358,0.0448133116006124,"SRSF2","PD_vs_Ctrl","Capillary EC"
1.24309596098387e-113,-3.70537576223025,0.057,0.422,3.70057236625288e-109,"IFI6","PD_vs_Ctrl","D1 medium spiny neuron"
4.32372738987424e-103,-2.37244045442091,0.185,0.57,1.28713040669166e-98,"B2M","PD_vs_Ctrl","D1 medium spiny neuron"
2.98561284080048e-101,-7.44705726018656,0.001,0.274,8.88787086577894e-97,"LINC02470","PD_vs_Ctrl","D1 medium spiny neuron"
7.52166125834022e-96,0.509498963724843,0.944,0.894,2.2391233399953e-91,"CDH12","PD_vs_Ctrl","D1 medium spiny neuron"
1.17870646198154e-95,-0.574389831797639,0.803,0.917,3.50889126667284e-91,"FGF7P3","PD_vs_Ctrl","D1 medium spiny neuron"
8.83713930472289e-94,-4.09408980012808,0.027,0.32,2.63072799962296e-89,"LINC02133","PD_vs_Ctrl","D1 medium spiny neuron"
6.52214707460379e-88,-4.89184814025232,0.011,0.268,1.9415779626388e-83,"MTND1P23","PD_vs_Ctrl","D1 medium spiny neuron"
3.06154829713026e-84,-1.81021018285539,0.228,0.587,9.11392312572706e-80,"LINC01588","PD_vs_Ctrl","D1 medium spiny neuron"
7.99559257160868e-83,-1.71824785782546,0.229,0.605,2.38020795264219e-78,"CST3","PD_vs_Ctrl","D1 medium spiny neuron"
9.83730960133175e-78,0.89454472036123,0.83,0.632,2.92846869522045e-73,"DPH6-AS1","PD_vs_Ctrl","D1 medium spiny neuron"
1.03332538344752e-77,-1.71542974945926,0.233,0.578,3.07610633398491e-73,"ADCY1","PD_vs_Ctrl","D1 medium spiny neuron"
7.76855060079275e-77,-1.6239508210081,0.181,0.537,2.31261982834999e-72,"XIST","PD_vs_Ctrl","D1 medium spiny neuron"
1.55994117840118e-70,-1.68698435176145,0.219,0.55,4.64378889398248e-66,"APOE","PD_vs_Ctrl","D1 medium spiny neuron"
2.95236570630768e-59,-1.79905930702447,0.154,0.439,8.78889747110732e-55,"AC004551.1","PD_vs_Ctrl","D1 medium spiny neuron"
3.57738423450322e-59,-1.61688730870851,0.208,0.503,1.06495151276926e-54,"AC127164.1","PD_vs_Ctrl","D1 medium spiny neuron"
6.24154014749406e-59,1.11101023413842,0.697,0.425,1.85804408650751e-54,"PDE1C","PD_vs_Ctrl","D1 medium spiny neuron"
7.67424713756436e-58,-1.42045562677331,0.292,0.584,2.28454663038153e-53,"TRPC6","PD_vs_Ctrl","D1 medium spiny neuron"
2.36390223485424e-56,1.97485240742906,0.444,0.149,7.03710056293759e-52,"SNX31","PD_vs_Ctrl","D1 medium spiny neuron"
6.66011310728996e-54,1.0874279487344,0.68,0.431,1.98264907090915e-49,"PRKG1","PD_vs_Ctrl","D1 medium spiny neuron"
8.88244940552857e-54,-1.66674094970861,0.156,0.435,2.6442163635318e-49,"AC010997.3","PD_vs_Ctrl","D1 medium spiny neuron"
1.36888774175757e-53,-2.26428907649174,0.128,0.374,4.07504191843812e-49,"STAT1","PD_vs_Ctrl","D1 medium spiny neuron"
3.88655570201281e-53,-2.21073555470849,0.073,0.306,1.15698876693219e-48,"AC068722.1","PD_vs_Ctrl","D1 medium spiny neuron"
2.98594377755564e-52,1.54544774635548,0.523,0.231,8.88885603140538e-48,"GRK3","PD_vs_Ctrl","D1 medium spiny neuron"
5.40907527427267e-52,-1.43864696857348,0.272,0.543,1.61022761839823e-47,"FAM169B","PD_vs_Ctrl","D1 medium spiny neuron"
4.27857273207638e-51,0.964154741433047,0.695,0.382,1.27368831661182e-46,"UTY","PD_vs_Ctrl","D1 medium spiny neuron"
4.0885031992371e-49,0.924621026375198,0.726,0.387,1.21710651738089e-44,"TTTY14","PD_vs_Ctrl","D1 medium spiny neuron"
6.17628796794893e-48,-2.86559158137608,0.062,0.266,1.83861916517872e-43,"AC073941.1","PD_vs_Ctrl","D1 medium spiny neuron"
7.13145319872681e-47,0.514221618191224,0.923,0.81,2.12296230272898e-42,"GALNTL6","PD_vs_Ctrl","D1 medium spiny neuron"
7.89547865637368e-46,-0.502940960381588,0.773,0.873,2.35040504121588e-41,"SRSF11","PD_vs_Ctrl","D1 medium spiny neuron"
1.38837778157739e-44,0.685100061891056,0.82,0.691,4.13306181797772e-40,"HIBCH","PD_vs_Ctrl","D1 medium spiny neuron"
3.95605134297826e-43,-1.07703347616828,0.333,0.587,1.1776769242912e-38,"AC018730.2","PD_vs_Ctrl","D1 medium spiny neuron"
2.66596742333286e-42,-1.26571091366102,0.264,0.52,7.93631842251959e-38,"AL359232.1","PD_vs_Ctrl","D1 medium spiny neuron"
9.9048162054927e-42,0.650556931147164,0.773,0.653,2.94856473621312e-37,"SEMA3A","PD_vs_Ctrl","D1 medium spiny neuron"
2.52590065753928e-41,0.77898924619947,0.746,0.602,7.51935366742868e-37,"ZNF365","PD_vs_Ctrl","D1 medium spiny neuron"
2.84605253506074e-41,2.19368223483218,0.371,0.138,8.47241379162231e-37,"DNAJB1","PD_vs_Ctrl","D1 medium spiny neuron"
7.98137136851808e-40,-0.921293796806911,0.475,0.699,2.37597444269415e-35,"NNAT","PD_vs_Ctrl","D1 medium spiny neuron"
1.50373100430729e-39,-1.74635012671708,0.1,0.309,4.47645682672239e-35,"AL512625.3","PD_vs_Ctrl","D1 medium spiny neuron"
3.15941651787294e-39,-0.720042456331227,0.572,0.776,9.40526703205596e-35,"HGSNAT","PD_vs_Ctrl","D1 medium spiny neuron"
3.58989395994943e-39,0.858855572433305,0.654,0.372,1.06867553293734e-34,"USP9Y","PD_vs_Ctrl","D1 medium spiny neuron"
8.74217534077089e-39,0.846980651014639,0.693,0.498,2.60245817719409e-34,"FAM182B","PD_vs_Ctrl","D1 medium spiny neuron"
7.41440350861212e-37,-1.4860932291887,0.14,0.357,2.20719378047874e-32,"SPARCL1","PD_vs_Ctrl","D1 medium spiny neuron"
1.06217507429597e-36,-0.990355633020346,0.352,0.593,3.16198897867169e-32,"HES4","PD_vs_Ctrl","D1 medium spiny neuron"
2.3785073960185e-36,-1.19344467109598,0.223,0.457,7.08057866720747e-32,"LINC01359","PD_vs_Ctrl","D1 medium spiny neuron"
1.28720593987396e-35,2.13579284186109,0.36,0.151,3.83188336241078e-31,"HSPA1A","PD_vs_Ctrl","D1 medium spiny neuron"
3.37093915307571e-35,-1.16749687447006,0.313,0.531,1.00349487647911e-30,"PSMD5-AS1","PD_vs_Ctrl","D1 medium spiny neuron"
6.70050430294091e-35,-0.582945458240071,0.669,0.81,1.99467312594248e-30,"AL355472.3","PD_vs_Ctrl","D1 medium spiny neuron"
6.71617956658836e-35,0.79345165560374,0.738,0.395,1.99933949517769e-30,"NLGN4Y","PD_vs_Ctrl","D1 medium spiny neuron"
1.83335739831659e-34,-1.99709321398453,0.1,0.284,5.45772163904867e-30,"IFIT1","PD_vs_Ctrl","D1 medium spiny neuron"
2.52782998175085e-34,0.610921409828838,0.753,0.623,7.52509707267411e-30,"AC139887.2","PD_vs_Ctrl","D1 medium spiny neuron"
2.53542102180751e-34,1.25137448043726,0.44,0.202,7.54769483981878e-30,"ARHGAP6","PD_vs_Ctrl","D1 medium spiny neuron"
3.39889985071869e-34,1.3201044422618,0.481,0.269,1.01181849656045e-29,"PLCH1","PD_vs_Ctrl","D1 medium spiny neuron"
3.52339064698046e-34,0.528269737751108,0.82,0.706,1.04887816169961e-29,"RGS6","PD_vs_Ctrl","D1 medium spiny neuron"
6.34684634135574e-34,-1.72180223672182,0.074,0.251,1.88939268735819e-29,"HLA-A","PD_vs_Ctrl","D1 medium spiny neuron"
1.24168371847605e-33,-2.04075763361933,0.087,0.261,3.69636826153135e-29,"ISG15","PD_vs_Ctrl","D1 medium spiny neuron"
1.33956937320144e-33,-1.41160342015802,0.138,0.344,3.98776406708337e-29,"IKBKE","PD_vs_Ctrl","D1 medium spiny neuron"
2.05148615622827e-33,-0.888828691810964,0.41,0.615,6.10706913847594e-29,"GOLT1B","PD_vs_Ctrl","D1 medium spiny neuron"
3.09598903064036e-33,-0.897388503859752,0.34,0.573,9.2164497453133e-29,"TESPA1","PD_vs_Ctrl","D1 medium spiny neuron"
5.46382049600312e-33,-1.8797657710259,0.066,0.232,1.62652472345517e-28,"PARVA","PD_vs_Ctrl","D1 medium spiny neuron"
1.30950408195147e-32,-1.19744022910894,0.217,0.434,3.89826270156134e-28,"DPYS","PD_vs_Ctrl","D1 medium spiny neuron"
9.95534586962098e-32,1.599228083197,0.35,0.139,2.96360691192747e-27,"TOGARAM2","PD_vs_Ctrl","D1 medium spiny neuron"
1.75117676362485e-31,1.06063369346795,0.574,0.401,5.21307810763482e-27,"CHORDC1","PD_vs_Ctrl","D1 medium spiny neuron"
2.09266762468358e-31,-1.24357720473449,0.265,0.469,6.22966225192055e-27,"DDX3P1","PD_vs_Ctrl","D1 medium spiny neuron"
2.33873724019177e-31,0.526628214832075,0.861,0.799,6.96218689032687e-27,"HSPH1","PD_vs_Ctrl","D1 medium spiny neuron"
5.26919820217727e-31,-1.03259964445745,0.316,0.524,1.56858761280615e-26,"AC007038.1","PD_vs_Ctrl","D1 medium spiny neuron"
3.01486112305417e-30,-0.76512409122551,0.535,0.718,8.97494007721996e-26,"FTH1","PD_vs_Ctrl","D1 medium spiny neuron"
4.37551483523763e-30,1.19231623571829,0.48,0.278,1.30254701130189e-25,"ZDHHC11","PD_vs_Ctrl","D1 medium spiny neuron"
1.25697065353555e-29,-1.01736159934049,0.217,0.435,3.74187593850997e-25,"AL671511.2","PD_vs_Ctrl","D1 medium spiny neuron"
1.46005112076491e-29,-1.15728794626065,0.208,0.412,4.34642618140506e-25,"AL355472.4","PD_vs_Ctrl","D1 medium spiny neuron"
1.85517728380825e-29,-1.57868507272307,0.107,0.282,5.52267725616878e-25,"AC013460.1","PD_vs_Ctrl","D1 medium spiny neuron"
4.12475167231745e-29,-0.538336744947879,0.655,0.787,1.22789732533218e-24,"ANKRD13A","PD_vs_Ctrl","D1 medium spiny neuron"
