"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","gene","contrast","celltype"
9.87785426172765e-25,0.853623626523652,0.421,0.264,2.9405384351737e-20,"UQCRQ","AD_vs_PD","Astrocyte"
1.06341832457479e-24,1.20338343778218,0.279,0.139,3.16569001042669e-20,"SLC30A1","AD_vs_PD","Astrocyte"
1.07132914251425e-24,0.928898612209005,0.363,0.211,3.18923972435067e-20,"AC005332.7","AD_vs_PD","Astrocyte"
1.94493013376001e-24,0.658967937323267,0.5,0.32,5.78986251519017e-20,"CEBPD","AD_vs_PD","Astrocyte"
2.13821862478828e-24,1.40405115016318,0.229,0.099,6.36526302413222e-20,"ATP8B1","AD_vs_PD","Astrocyte"
4.13174728443937e-24,-0.91012413635802,0.212,0.36,1.22997984910476e-19,"RGN","AD_vs_PD","Astrocyte"
5.60003229103687e-24,1.05286170931876,0.296,0.15,1.66707361271877e-19,"PCP4","AD_vs_PD","Astrocyte"
7.80259967506088e-24,0.728381481729363,0.436,0.266,2.32275589726887e-19,"TMSB4X","AD_vs_PD","Astrocyte"
1.88383671869665e-23,1.20926735754415,0.252,0.118,5.60799352788805e-19,"JAKMIP2-AS1","AD_vs_PD","Astrocyte"
1.92506004287075e-23,-0.626696394586825,0.418,0.55,5.73071124162195e-19,"GRIN2C","AD_vs_PD","Astrocyte"
2.21508232453834e-23,0.52755821785495,0.619,0.459,6.5940785719182e-19,"TLR4","AD_vs_PD","Astrocyte"
3.16755859790586e-23,1.36985455135418,0.204,0.082,9.42950519010595e-19,"AC005237.1","AD_vs_PD","Astrocyte"
3.57547931367854e-23,0.67883402546852,0.47,0.312,1.06438443688896e-18,"RCN2","AD_vs_PD","Astrocyte"
3.64218744713765e-23,0.642194616790785,0.514,0.35,1.08424278113841e-18,"ATP6V0E1","AD_vs_PD","Astrocyte"
4.07520606150453e-23,0.684134878089591,0.486,0.319,1.21314809244928e-18,"CLYBL","AD_vs_PD","Astrocyte"
4.47077829767226e-23,0.897168596202404,0.342,0.19,1.33090599143405e-18,"ORMDL1","AD_vs_PD","Astrocyte"
5.54340366927495e-23,0.89499788680785,0.339,0.19,1.65021583830646e-18,"SSR3","AD_vs_PD","Astrocyte"
5.79743080936219e-23,1.13817146261267,0.252,0.117,1.72583717763903e-18,"AC058822.1","AD_vs_PD","Astrocyte"
8.57029523831982e-23,0.614053966243052,0.51,0.339,2.55129118949543e-18,"B2M","AD_vs_PD","Astrocyte"
8.84626158861579e-23,0.913201504989398,0.343,0.196,2.63344361231503e-18,"C9orf72","AD_vs_PD","Astrocyte"
9.07210531178759e-23,0.751359060314801,0.437,0.287,2.70067503026605e-18,"SRSF3","AD_vs_PD","Astrocyte"
1.68176392064688e-22,0.778609320570618,0.407,0.25,5.00644301537371e-18,"CRLF3","AD_vs_PD","Astrocyte"
1.72067457084348e-22,1.04377075042241,0.259,0.123,5.12227612994395e-18,"POLR2L","AD_vs_PD","Astrocyte"
2.18713090062184e-22,0.732004022999839,0.443,0.282,6.51086997806116e-18,"AC068587.6","AD_vs_PD","Astrocyte"
2.37584299713814e-22,0.921400753996244,0.308,0.164,7.07264701818054e-18,"TRDN","AD_vs_PD","Astrocyte"
2.38647162308551e-22,0.788203409401814,0.393,0.234,7.10428737476326e-18,"C9orf84","AD_vs_PD","Astrocyte"
2.678240117079e-22,-0.638082373967831,0.387,0.525,7.97285300453247e-18,"FAM66D","AD_vs_PD","Astrocyte"
2.74466315169097e-22,0.597064232661405,0.525,0.368,8.17058773626884e-18,"ZNF862","AD_vs_PD","Astrocyte"
3.40720319182134e-22,0.847341395558089,0.356,0.209,1.01429031817329e-17,"LAPTM4A","AD_vs_PD","Astrocyte"
3.73302499777625e-22,0.930614108761749,0.322,0.177,1.11128421158801e-17,"RAN","AD_vs_PD","Astrocyte"
4.67321355803897e-22,1.1690207444703,0.243,0.114,1.39116894409262e-17,"ENO4","AD_vs_PD","Astrocyte"
6.91984381929834e-22,0.668101639863894,0.508,0.354,2.05996830656692e-17,"PTTG1IP","AD_vs_PD","Astrocyte"
8.41057419146659e-22,1.06512922422121,0.262,0.128,2.50374383105769e-17,"USP3-AS1","AD_vs_PD","Astrocyte"
1.35348043628341e-21,0.741841193528005,0.444,0.302,4.02917591077209e-17,"MRPL33","AD_vs_PD","Astrocyte"
3.41401620127174e-21,0.916782775225287,0.278,0.141,1.01631848295658e-16,"CDH12","AD_vs_PD","Astrocyte"
3.52252071937454e-21,0.762531512484577,0.405,0.256,1.04861919295061e-16,"GTF3C6","AD_vs_PD","Astrocyte"
5.31727739788642e-21,0.742206764533781,0.43,0.284,1.58290030857681e-16,"PARK7","AD_vs_PD","Astrocyte"
5.42430238586802e-21,0.708317717249699,0.423,0.272,1.61476057724905e-16,"RAPH1","AD_vs_PD","Astrocyte"
6.27584549109086e-21,0.670827815136803,0.457,0.303,1.86825644424284e-16,"SELENOP","AD_vs_PD","Astrocyte"
8.35472422181335e-21,1.10500564211315,0.239,0.115,2.48711785359162e-16,"AC008731.1","AD_vs_PD","Astrocyte"
8.97000144216019e-21,0.524053682395799,0.582,0.437,2.67027972931667e-16,"SEC14L1","AD_vs_PD","Astrocyte"
1.17519552439266e-20,0.979661214008995,0.255,0.126,3.49843955656451e-16,"AL355974.2","AD_vs_PD","Astrocyte"
1.71362311958529e-20,1.16241922119834,0.208,0.09,5.10128466469345e-16,"AC092839.1","AD_vs_PD","Astrocyte"
1.87468120541989e-20,0.856873099502907,0.343,0.205,5.58073848041448e-16,"PTCH2","AD_vs_PD","Astrocyte"
2.01984788358914e-20,0.889819457090549,0.329,0.191,6.01288516465652e-16,"AC131571.1","AD_vs_PD","Astrocyte"
2.26038823912062e-20,0.662833178164542,0.446,0.286,6.72894974903817e-16,"AC008957.2","AD_vs_PD","Astrocyte"
3.46426387917212e-20,1.0247988750615,0.262,0.136,1.03127671419075e-15,"GGCX","AD_vs_PD","Astrocyte"
4.21302398592379e-20,0.855806868951964,0.305,0.165,1.25417511036965e-15,"AL512422.2","AD_vs_PD","Astrocyte"
4.24089691805162e-20,1.01222575835955,0.282,0.154,1.26247260353479e-15,"SERPINB9","AD_vs_PD","Astrocyte"
5.06244524403483e-20,0.91914632591884,0.32,0.187,1.50703932469673e-15,"C19orf53","AD_vs_PD","Astrocyte"
5.1208718120936e-20,1.03375492901642,0.266,0.141,1.52443232974214e-15,"C4orf47","AD_vs_PD","Astrocyte"
5.74149609743525e-20,1.27379948413181,0.202,0.09,1.7091859732455e-15,"RHBDL2","AD_vs_PD","Astrocyte"
5.92646430643351e-20,0.813985252245932,0.325,0.184,1.76424915938219e-15,"TOM1L1","AD_vs_PD","Astrocyte"
6.24153702790401e-20,1.16745530502025,0.231,0.112,1.85804315783675e-15,"RNF19B","AD_vs_PD","Astrocyte"
7.68906224241046e-20,0.509691086434958,0.59,0.433,2.28895693894317e-15,"AC245297.3","AD_vs_PD","Astrocyte"
1.00957258551045e-19,0.999803381896024,0.265,0.139,3.00539662980607e-15,"EMC7","AD_vs_PD","Astrocyte"
1.13716154405904e-19,-1.34234252770944,0.103,0.211,3.38521620050936e-15,"GALNT16","AD_vs_PD","Astrocyte"
1.48732811410031e-19,0.982765255296497,0.248,0.122,4.42762706286523e-15,"SYCP3","AD_vs_PD","Astrocyte"
1.4969728020314e-19,1.12972807692042,0.201,0.089,4.45633833436727e-15,"GADD45GIP1","AD_vs_PD","Astrocyte"
1.84152721566021e-19,0.506162089645631,0.595,0.455,5.48204236829888e-15,"SDC4","AD_vs_PD","Astrocyte"
2.06424883191336e-19,0.705739789192752,0.386,0.239,6.14506234772287e-15,"BEX4","AD_vs_PD","Astrocyte"
2.0760728232234e-19,0.954896528808855,0.273,0.145,6.18026118745373e-15,"NDUFB10","AD_vs_PD","Astrocyte"
2.16715550591587e-19,1.05293084968896,0.234,0.114,6.45140522556096e-15,"MRPL57","AD_vs_PD","Astrocyte"
2.79809687513715e-19,0.68385442262104,0.427,0.284,8.32965458759579e-15,"CLDN10","AD_vs_PD","Astrocyte"
3.34892981286576e-19,1.12107690329539,0.251,0.132,9.96942915992008e-15,"ADIRF","AD_vs_PD","Astrocyte"
3.43821752011261e-19,1.08930250585664,0.247,0.128,1.02352297356232e-14,"MORN2","AD_vs_PD","Astrocyte"
3.57453160322691e-19,0.770441187857178,0.357,0.217,1.06410231296462e-14,"RPS9","AD_vs_PD","Astrocyte"
3.90871182656785e-19,0.990406041034593,0.267,0.144,1.16358442365098e-14,"SLC17A5","AD_vs_PD","Astrocyte"
6.86056654138263e-19,0.744610228988681,0.36,0.222,2.0423220537042e-14,"RPL3P4","AD_vs_PD","Astrocyte"
7.23251925360742e-19,0.70762036181219,0.372,0.228,2.15304865660639e-14,"DANCR","AD_vs_PD","Astrocyte"
1.66803478385081e-18,0.595840613213821,0.478,0.334,4.96557274804547e-14,"TMEM59","AD_vs_PD","Astrocyte"
1.8234131186654e-18,0.970143809307635,0.259,0.137,5.42811851295502e-14,"GSTM3","AD_vs_PD","Astrocyte"
2.15014970126655e-18,0.938297186681981,0.293,0.169,6.40078064570039e-14,"SAP30","AD_vs_PD","Astrocyte"
3.04609727126165e-18,1.07449468282202,0.227,0.113,9.06792696681879e-14,"AC114491.1","AD_vs_PD","Astrocyte"
3.61160076157392e-18,0.99003433881228,0.239,0.122,1.07513743071294e-13,"BRK1","AD_vs_PD","Astrocyte"
4.52235293113963e-18,0.954303388776198,0.299,0.181,1.34625924407096e-13,"SH3BGRL3","AD_vs_PD","Astrocyte"
6.08717587387288e-18,0.868850285882987,0.297,0.171,1.81209138589322e-13,"NAA38","AD_vs_PD","Astrocyte"
6.46178006970795e-18,0.588083606002338,0.452,0.305,1.92360730895136e-13,"AL512662.2","AD_vs_PD","Astrocyte"
7.14651894392856e-18,0.872223938618425,0.301,0.177,2.12744722441809e-13,"CXCL14","AD_vs_PD","Astrocyte"
7.7657322165626e-18,0.59435499561512,0.48,0.343,2.31178082354852e-13,"EID1","AD_vs_PD","Astrocyte"
7.96506264067676e-18,0.996343827216978,0.246,0.131,2.37111949750307e-13,"RABAC1","AD_vs_PD","Astrocyte"
