"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count","celltype","contrast","direction"
"GO:0046456","icosanoid biosynthetic process","5/283","23/8692",0.217391304347826,6.67690889537563,5.00088949039624,0.000733442669421148,0.0251129076158853,0.0251129076158853,"FABP5/CBR1/FADS1/PNPLA8/CD74",5,"Astrocyte","AD_vs_Ctrl","Down"
"GO:0070633","transepithelial transport","5/283","23/8692",0.217391304347826,6.67690889537563,5.00088949039624,0.000733442669421148,0.0251129076158853,0.0251129076158853,"ACTG1/ACTB/AQP1/AHCYL1/SLC1A3",5,"Astrocyte","AD_vs_Ctrl","Down"
"GO:0071774","response to fibroblast growth factor","7/283","47/8692",0.148936170212766,4.57439290278926,4.50738479945722,0.000740741198047625,0.0251129076158853,0.0251129076158853,"CD44/FGF2/GPC1/ZFP36/ZFP36L2/FGFR2/FGFR3",7,"Astrocyte","AD_vs_Ctrl","Down"
"GO:0050817","coagulation","11/283","108/8692",0.101851851851852,3.12825546394451,4.08269274259368,0.00074937049701686,0.0251266198469441,0.0251266198469441,"SERPINE2/SERPING1/ACTG1/PLSCR1/ACTB/ANGPTL4/RASA3/F3/PROS1/ADGRG1/MYH9",11,"Astrocyte","AD_vs_Ctrl","Down"
"GO:1903034","regulation of response to wounding","9/283","76/8692",0.118421052631579,3.63715826669146,4.23590354054236,0.000761488372270124,0.0253409589147937,0.0253409589147937,"SERPINE2/SERPING1/ACTG1/FGF2/F3/SMAD3/PROS1/PTN/IL33",9,"Astrocyte","AD_vs_Ctrl","Down"
"GO:0019058","viral life cycle","15/283","181/8692",0.0828729281767956,2.54534096011557,3.85415542796753,0.000811158435969837,0.0267924420716604,0.0267924420716604,"NRP1/LAMP1/TRIM5/MX1/PLSCR1/BSG/ISG15/CD81/VPS28/IFITM3/MYH9/BST2/RPSA/IFIT1/IFI16",15,"Astrocyte","AD_vs_Ctrl","Down"
"GO:1900744","regulation of p38MAPK cascade","5/283","24/8692",0.208333333333333,6.39870435806832,4.85838169095492,0.000902069572840615,0.0283160278680324,0.0283160278680324,"DAB2IP/EZR/MFHAS1/GADD45A/GADD45B",5,"Astrocyte","AD_vs_Ctrl","Down"
"GO:0045088","regulation of innate immune response","19/283","264/8692",0.071969696969697,2.21046150551451,3.6639252032438,0.000980195187077887,0.0301273881806023,0.0301273881806023,"HLA-E/LAMP1/DAB2IP/PARP14/SERPING1/TRIM5/PLSCR1/PARP9/ISG15/HLA-C/HMGB2/MFHAS1/RPS19/B2M/C3/ALPK1/NOD1/HLA-A/IFI16",19,"Astrocyte","AD_vs_Ctrl","Down"
"GO:0060326","cell chemotaxis","13/283","148/8692",0.0878378378378378,2.6978321077261,3.82164987918571,0.00104929066511915,0.0315929284613426,0.0315929284613426,"NRP1/PLEC/FGF2/CXCL14/BSG/SBDS/HMGB2/LGALS3/RPS19/CD74/C3/PTN/GSTP1",13,"Astrocyte","AD_vs_Ctrl","Down"
"GO:0048144","fibroblast proliferation","6/283","37/8692",0.162162162162162,4.98061312195588,4.4511600732191,0.00112143142300775,0.0322733166467532,0.0322733166467532,"DAB2IP/AQP1/PML/CD74/GSTP1/AGT",6,"Astrocyte","AD_vs_Ctrl","Down"
"GO:0048145","regulation of fibroblast proliferation","6/283","37/8692",0.162162162162162,4.98061312195588,4.4511600732191,0.00112143142300775,0.0322733166467532,0.0322733166467532,"DAB2IP/AQP1/PML/CD74/GSTP1/AGT",6,"Astrocyte","AD_vs_Ctrl","Down"
"GO:0001974","blood vessel remodeling","4/283","15/8692",0.266666666666667,8.19034157832744,5.1128878818406,0.00113022234076971,0.0322733166467532,0.0322733166467532,"CST3/TMBIM1/AGT/EPAS1",4,"Astrocyte","AD_vs_Ctrl","Down"
"GO:0046457","prostanoid biosynthetic process","4/283","15/8692",0.266666666666667,8.19034157832744,5.1128878818406,0.00113022234076971,0.0322733166467532,0.0322733166467532,"FABP5/CBR1/PNPLA8/CD74",4,"Astrocyte","AD_vs_Ctrl","Down"
"GO:0061621","canonical glycolysis","4/283","15/8692",0.266666666666667,8.19034157832744,5.1128878818406,0.00113022234076971,0.0322733166467532,0.0322733166467532,"GAPDH/PKM/ENO1/ALDOA",4,"Astrocyte","AD_vs_Ctrl","Down"
"GO:0061718","glucose catabolic process to pyruvate","4/283","15/8692",0.266666666666667,8.19034157832744,5.1128878818406,0.00113022234076971,0.0322733166467532,0.0322733166467532,"GAPDH/PKM/ENO1/ALDOA",4,"Astrocyte","AD_vs_Ctrl","Down"
"GO:0050790","regulation of catalytic activity","21/283","311/8692",0.067524115755627,2.07392089804915,3.53802163520999,0.00121657410574446,0.0345163909745192,0.0345163909745192,"DAB2IP/ITGA6/TNFRSF1A/ASAP3/FGF2/PLSCR1/ZFP36/MIDN/PARP9/RPS2/RHOC/GADD45A/ARRDC3/GNAI2/APC2/FGFR2/ZFYVE28/ERBB2/TMBIM1/FGFR3/AGT",21,"Astrocyte","AD_vs_Ctrl","Down"
"GO:0002700","regulation of production of molecular mediator of immune response","8/283","67/8692",0.119402985074627,3.66731712462423,4.02057732647845,0.00140784978384313,0.0384638465635166,0.0384638465635166,"HLA-E/TMBIM6/CD81/B2M/CD74/BST2/HLA-A/IL33",8,"Astrocyte","AD_vs_Ctrl","Down"
"GO:0051216","cartilage development","8/283","67/8692",0.119402985074627,3.66731712462423,4.02057732647845,0.00140784978384313,0.0384638465635166,0.0384638465635166,"CD44/FGF2/CHI3L1/SLC39A14/SMAD3/SOX9/EFEMP1/FGFR3",8,"Astrocyte","AD_vs_Ctrl","Down"
"GO:0008284","positive regulation of cell population proliferation","25/283","406/8692",0.061576354679803,1.89124266740935,3.37397949249947,0.00158919504324544,0.0418677217940732,0.0418677217940732,"NRP1/HLA-E/GFAP/STAT1/FGF2/NAMPT/ACTB/CD47/HMGB2/CD81/F3/AQP1/OSMR/GNAI2/PML/CD74/FGFR2/SOX9/PTN/BST2/ERBB2/CD38/HLA-A/FGFR3/AGT",25,"Astrocyte","AD_vs_Ctrl","Down"
"GO:0050900","leukocyte migration","14/283","175/8692",0.08,2.45710247349823,3.57208440766379,0.00168636306439742,0.0439049583707235,0.0439049583707235,"PLEC/ITGA6/BSG/SIRPA/CD47/SBDS/LGALS3/CD81/RPS19/CD74/C3/MYH9/PTN/IL33",14,"Astrocyte","AD_vs_Ctrl","Down"
"GO:0150115","cell-substrate junction organization","9/283","85/8692",0.105882352941176,3.25204739139472,3.82751589826939,0.00170592372134457,0.0441544935126962,0.0441544935126962,"NRP1/PLEC/ACTG1/ITGA6/SMAD3/ACTN1/FAM107A/ITGB4/MAPRE2",9,"Astrocyte","AD_vs_Ctrl","Down"
"GO:0006979","response to oxidative stress","18/283","256/8692",0.0703125,2.15956272084806,3.45463253056793,0.00172268701993026,0.0443291438965775,0.0443291438965775,"MT-ND1/CHCHD2/TXNIP/MT-ND3/SIRPA/PNPLA8/AQP1/SCARA3/SOD2/ADCYAP1R1/PML/GPR37L1/CD38/EEF2/MT-ND5/PRNP/GSTP1/MT-CO1",18,"Astrocyte","AD_vs_Ctrl","Down"
"GO:0051384","response to glucocorticoid","7/283","55/8692",0.127272727272727,3.90902666238355,3.97011880542795,0.00191514922556429,0.0478895506912291,0.0478895506912291,"MT-ND3/ZFP36/AQP1/ZFP36L2/IGFBP7/FAM107A/GSTP1",7,"Astrocyte","AD_vs_Ctrl","Down"
"GO:0045806","negative regulation of endocytosis","6/283","41/8692",0.146341463414634,4.49469964664311,4.11457084942688,0.00194520457699003,0.0480976282556307,0.0480976282556307,"PLSCR1/SIRPA/CD47/LGALS3/B2M/SYT11",6,"Astrocyte","AD_vs_Ctrl","Down"
"GO:1903053","regulation of extracellular matrix organization","6/283","41/8692",0.146341463414634,4.49469964664311,4.11457084942688,0.00194520457699003,0.0480976282556307,0.0480976282556307,"TNFRSF1A/CST3/TIMP3/SMAD3/DDR1/AGT",6,"Astrocyte","AD_vs_Ctrl","Down"
"GO:0070841","inclusion body assembly","12/612","24/8692",0.5,7.10130718954248,8.23709294842546,1.64729697740294e-08,7.29093642198542e-05,7.29093642198542e-05,"DNAJB6/HSPA1A/DNAJB1/HSPA1B/HSP90AA1/BAG3/MAPT/DNAJA4/DNAJB2/SNCAIP/PPP2CB/DYRK1A",12,"Astrocyte","PD_vs_Ctrl","Up"
"GO:0042026","protein refolding","10/612","21/8692",0.476190476190476,6.76314970432618,7.27679031952212,4.82621088048354e-07,0.00106804046785101,0.00106804046785101,"HSPA8/SNRNP70/HSPA1A/HSPD1/HSPB1/HSPA1B/HSP90AA1/CRYAB/DNAJA4/DNAJB2",10,"Astrocyte","PD_vs_Ctrl","Up"
"GO:0090083","regulation of inclusion body assembly","9/612","18/8692",0.5,7.10130718954248,7.13106410805607,1.09642783335393e-06,0.0016175965301415,0.0016175965301415,"DNAJB6/HSPA1A/DNAJB1/HSPA1B/DNAJA4/DNAJB2/SNCAIP/PPP2CB/DYRK1A",9,"Astrocyte","PD_vs_Ctrl","Up"
"GO:0051056","regulation of small GTPase mediated signal transduction","36/612","222/8692",0.162162162162162,2.30312665606783,5.41285403968251,1.79270521028767e-06,0.00198362831518331,0.00198362831518331,"SIPA1L3/CHORDC1/ABR/ARHGAP35/KANK1/DLC1/SOS1/DOCK7/SRGAP3/PSD2/ARHGEF10L/GARNL3/MMD2/OGT/STARD13/FGD4/LARGE1/RAF1/FXR1/ARHGAP21/ARHGAP32/WNK1/ARHGAP24/DOCK3/VAV3/TIAM2/LRP4/FAM13A/RIPOR2/SYNPO2/PICALM/RALGPS1/ARRB1/ARAP1/DENND1A/PPP2CB",36,"Astrocyte","PD_vs_Ctrl","Up"
"GO:2001233","regulation of apoptotic signaling pathway","36/510","183/8692",0.19672131147541,3.35274831243973,8.03067367985832,8.11683856945827e-11,3.59251275084223e-07,3.59251275084223e-07,"PTTG1IP/CLU/GRINA/PARK7/GNAI2/RIPK1/PARP1/FIS1/ENO1/ACKR3/YBX3/SELENOS/WFS1/PML/GHITM/UBB/TMBIM1/SOD2/LGALS3/BEX3/IFI6/DAB2IP/NUPR1/AGT/CD74/ITM2C/SLC25A5/FGF2/RACK1/DDX3X/GSTP1/TMBIM6/ACAA2/ITGA6/PINK1/RPS3",36,"Astrocyte","PD_vs_Ctrl","Down"
"GO:0006119","oxidative phosphorylation","23/510","85/8692",0.270588235294118,4.61167243367935,8.35376283139241,3.29287677002286e-10,6.46050711702417e-07,6.46050711702417e-07,"RHOA/MT-ND4/UQCRFS1/PARK7/DGUOK/MT-CO1/MT-ND5/NDUFA5/GHITM/MT-ATP6/NDUFS3/MT-ND3/NDUFB5/MT-CYB/COX5B/MT-ND2/NUPR1/MT-ND4L/MT-CO3/PINK1/CHCHD2/MT-CO2/MT-ND1",23,"Astrocyte","PD_vs_Ctrl","Down"
"GO:0051129","negative regulation of cellular component organization","61/510","469/8692",0.130063965884861,2.21669802249258,6.76307656086693,2.0320829723861e-09,9.99333248420096e-07,9.99333248420096e-07,"LMOD1/CLU/MTPN/PARK7/PLSCR1/RPL7A/CD47/DGUOK/TERF2IP/B2M/GAPDH/IFI16/PARP1/PFDN1/RPL41/SYT11/ANGPTL4/PML/SDCBP/GHITM/LIMK2/BNIP3/SMARCA5/LGALS3/CST3/RPL13/RPL28/LRPAP1/TMSB4X/CIB1/IFI6/NUPR1/PRNP/PPFIA1/DPYSL3/FAM107A/ITM2C/SLC25A5/RPL15/PMP22/RPL18/DYNLT1/WASF2/UBA52/CD38/RACK1/HES1/DDX3X/CFL1/APOE/VPS35/SLIT1/ACAA2/PINK1/FEZ1/RPL29/SOX9/FEZ2/RPL19/RPL8/TIMP3",61,"Astrocyte","PD_vs_Ctrl","Down"
"GO:0006959","humoral immune response","18/510","58/8692",0.310344827586207,5.28924949290061,8.18237743452451,2.52811921264189e-09,1.1189455635153e-06,1.1189455635153e-06,"C3/CLU/HLA-E/FAU/CD59/B2M/SERPING1/GAPDH/C1RL/C1S/HLA-A/HMGN2/LGALS3/CXCL14/CD81/C1R/RPS19/C1QBP",18,"Astrocyte","PD_vs_Ctrl","Down"
"GO:0006979","response to oxidative stress","40/510","256/8692",0.15625,2.66299019607843,6.74266544351217,9.27525078696597e-09,3.73202363482831e-06,3.73202363482831e-06,"PSMD7/BTG1/PARK7/RIPK1/GPX4/PNPLA8/MT-CO1/PARP1/MT-ND5/SELENOS/PML/SCARA3/GPR37L1/PSMB1/BNIP3/MT-ND3/SOD2/AQP1/RHOB/STK24/FADS2/ADCYAP1R1/PRNP/MSRB2/PRDX1/NCOA7/CD38/RACK1/GSTP1/PSMA7/PSMB5/EEF2/CFL1/SELENOP/APOE/TXNIP/PINK1/CHCHD2/RPS3/MT-ND1",40,"Astrocyte","PD_vs_Ctrl","Down"
"GO:0043069","negative regulation of programmed cell death","55/510","443/8692",0.124153498871332,2.11596512194042,6.01924552055305,6.93310801726754e-08,2.04572907229508e-05,2.04572907229508e-05,"PTTG1IP/CLU/GRINA/PARK7/GNAI2/RIPK1/GPX4/ANGPTL4/ENO1/ACKR3/LAMTOR5/YBX3/SELENOS/WFS1/GHITM/BNIP3/TMBIM1/SOD2/LGALS3/AQP1/TSC22D1/STUB1/ADGRG1/CIB1/IFI6/SET/NUPR1/MTDH/PRNP/ANXA5/CD74/SOCS3/SLC25A5/ERBB2/DAD1/FGFR2/FSTL1/FTH1/FGF2/HNRNPK/VEGFB/CD38/RACK1/BTG2/DDX3X/DAG1/GSTP1/CFL1/IFIT3/TMBIM6/ACAA2/ITGA6/PINK1/ARHGDIA/SOX9",55,"Astrocyte","PD_vs_Ctrl","Down"
"GO:1902600","proton transmembrane transport","22/510","111/8692",0.198198198198198,3.37791909556615,6.29476959292589,3.61442670200056e-07,8.41971188581814e-05,8.41971188581814e-05,"MT-ND4/UQCRFS1/MT-CO1/MT-ND5/SLC25A3/NDUFA5/GHITM/MT-ATP6/NDUFS3/MT-ND3/NDUFB5/MT-CYB/ATP6V0B/COX5B/MT-ND2/SLC25A5/MT-ND4L/ATP6AP2/MT-CO3/MT-CO2/ATP6V0E2/MT-ND1",22,"Astrocyte","PD_vs_Ctrl","Down"
"GO:0009206","purine ribonucleoside triphosphate biosynthetic process","16/510","68/8692",0.235294117647059,4.01014994232987,6.22126122254717,1.33318501681794e-06,0.000245861536851508,0.000245861536851508,"MT-ND4/PARP1/ENO1/MT-ND5/NDUFA5/MT-ATP6/NDUFS3/MT-ND3/NDUFB5/TMSB4X/MT-ND2/MT-ND4L/NME3/ALDOA/PINK1/MT-ND1",16,"Astrocyte","PD_vs_Ctrl","Down"
"GO:0097237","cellular response to toxic substance","16/510","71/8692",0.225352112676056,3.84070698702016,6.0002178237863,2.46482899742605e-06,0.000389619040807418,0.000389619040807418,"PARK7/GPX4/FIS1/ALDH2/SELENOS/SELENOT/SOD2/SELENOF/MGST3/PNKD/PRDX1/GSTM3/GSTP1/ADH5/APOE/PINK1",16,"Astrocyte","PD_vs_Ctrl","Down"
"GO:0019730","antimicrobial humoral response","9/510","24/8692",0.375,6.39117647058824,6.60267533646568,4.54209386190573e-06,0.000670110247759826,0.000670110247759826,"HLA-E/FAU/B2M/GAPDH/HLA-A/HMGN2/LGALS3/CXCL14/RPS19",9,"Astrocyte","PD_vs_Ctrl","Down"
"GO:0032787","monocarboxylic acid metabolic process","38/510","301/8692",0.12624584717608,2.1516253012833,5.07665686919894,5.49530477275923e-06,0.000781774563371886,0.000781774563371886,"ASAH1/ETFB/C3/HSD17B12/PARK7/IDH2/GAPDH/PKM/GPX4/PNPLA8/SDS/ANGPTL4/ENO1/LPIN2/PGAM1/ACOX1/MGLL/PARP9/FADS2/NUPR1/MGST3/CRYL1/CD74/NAMPT/DCXR/HACD3/ECI2/FABP5/CD38/ECHS1/GSTP1/ALDOA/FADS1/ADH5/ACAA2/EPHX1/SOX9/CBR1",38,"Astrocyte","PD_vs_Ctrl","Down"
"GO:0006956","complement activation","8/510","19/8692",0.421052631578947,7.17605779153767,6.72811961494839,5.65223362582475e-06,0.000781774563371886,0.000781774563371886,"C3/CLU/CD59/SERPING1/C1RL/C1S/C1R/C1QBP",8,"Astrocyte","PD_vs_Ctrl","Down"
"GO:0001666","response to hypoxia","25/510","166/8692",0.150602409638554,2.56673753838885,5.08824312370438,1.15829230170122e-05,0.0014647433506656,0.0014647433506656,"MT-ND4/MT-CO1/ANGPTL4/FIS1/ENO1/MT-ND5/PML/BNIP3/SOD2/AQP1/STUB1/MT-CYB/MT-ND2/ZFP36L1/FGFR2/VEGFB/CD38/JUND/TMBIM6/ACAA2/ITPR1/PINK1/CHCHD2/MT-CO2/MT-ND1",25,"Astrocyte","PD_vs_Ctrl","Down"
"GO:1901652","response to peptide","49/510","449/8692",0.10913140311804,1.85994148216079,4.67132028266816,1.54591565711346e-05,0.00180058492062741,0.00180058492062741,"ASAH1/PSMD7/RHOA/BST2/ISG15/JAK1/PLSCR1/CD47/MX1/GAPDH/RIPK1/IFI16/CALM1/FIS1/ACKR3/YBX3/OSMR/AKAP12/PML/F3/ZFP36/PSMB1/KRAS/TMSB4X/CEBPB/CIB1/DAB2IP/ZFP36L2/PARP9/STAT1/TUBA1A/CD74/ZFP36L1/NFKBIA/DPYSL3/SOCS3/IFITM3/CALR/CD38/HES1/GSTP1/PSMA7/PSMB5/IFIT1/CFL1/IFIT3/PARP14/SOX9/TIMP3",49,"Astrocyte","PD_vs_Ctrl","Down"
"GO:0001525","angiogenesis","35/510","281/8692",0.124555160142349,2.12281069011234,4.7766795577037,1.7438492693629e-05,0.00192956921655005,0.00192956921655005,"RNH1/SRPX2/RHOA/C3/JAK1/BTG1/CD47/FN1/GNAI2/PKM/ANGPTL4/ACKR3/SPARC/PML/F3/AQP1/ID1/RHOB/ADGRG1/CIB1/RAMP1/DAB2IP/STAT1/MTDH/NCL/BSG/ERBB2/FGFR2/IGFBP7/FGF2/VEGFB/DAG1/GADD45A/ACTG1/GLUL",35,"Astrocyte","PD_vs_Ctrl","Down"
"GO:0002181","cytoplasmic translation","24/510","160/8692",0.15,2.55647058823529,4.96095984566091,1.85381310257804e-05,0.00200121385170985,0.00200121385170985,"FAU/RPL7A/GAPDH/PKM/RPL41/RPS5/YBX3/CNBP/RPL13/RPL28/RPS2/RPL15/RPL18/UBA52/RACK1/RPS19/RPSA/EEF2/EIF4A2/RPL29/RPS9/RPL19/RPL8/RPS3",24,"Astrocyte","PD_vs_Ctrl","Down"
"GO:0043123","positive regulation of canonical NF-kappaB signal transduction","22/510","141/8692",0.156028368794326,2.65921290502016,4.95899243136738,2.2027909451891e-05,0.00229749818482164,0.00229749818482164,"RHOA/SHISA5/BST2/TERF2IP/GAPDH/RIPK1/PARP1/GJA1/LAMTOR5/LGALS1/NOD1/DAB2IP/TMED4/RHOC/MTDH/CD74/NAMPT/TRIM5/NDFIP1/TRIM22/TMEM9B/PINK1",22,"Astrocyte","PD_vs_Ctrl","Down"
"GO:0019882","antigen processing and presentation","12/510","50/8692",0.24,4.09035294117647,5.47111922014524,2.28400181048694e-05,0.00229749818482164,0.00229749818482164,"HLA-E/YTHDF1/B2M/HLA-A/HLA-C/NOD1/CD74/CALR/CTSL/CTSF/RAB34/TAPBP",12,"Astrocyte","PD_vs_Ctrl","Down"
"GO:0051402","neuron apoptotic process","21/510","132/8692",0.159090909090909,2.71140819964349,4.94645334462565,2.50156934124126e-05,0.00230665539673621,0.00230665539673621,"CLU/GRINA/PARK7/GAPDH/RIPK1/PARP1/FIS1/WFS1/UBB/BNIP3/TMBIM1/SOD2/NLRP1/SET/NUPR1/PRNP/TUBA1A/FGF2/VEGFB/BTG2/PINK1",21,"Astrocyte","PD_vs_Ctrl","Down"
"GO:0050792","regulation of viral process","16/510","85/8692",0.188235294117647,3.2081199538639,5.10735974443075,2.81960336437163e-05,0.00254684989606303,0.00254684989606303,"BST2/ISG15/PLSCR1/MX1/IFI16/ZFP36/LGALS1/STOM/STAT1/BSG/IFITM3/HACD3/DYNLT1/TRIM5/DDX3X/IFIT1",16,"Astrocyte","PD_vs_Ctrl","Down"
"GO:0009611","response to wounding","33/510","267/8692",0.123595505617978,2.1064551663362,4.58452897942374,3.55730104291593e-05,0.0030871792972443,0.0030871792972443,"RHOA/PLSCR1/CSRP1/CD59/FN1/SERPING1/ITGB4/SYT11/ANGPTL4/CD9/F3/ZFP36/PROS1/BNIP3/PTN/ADGRG1/STK24/ACTB/ZFP36L2/RHOC/ANXA5/PLEC/ZFP36L1/CSPG5/DPYSL3/ERBB2/DDR1/FGF2/VEGFB/CADM4/DAG1/ACTG1/APOE",33,"Astrocyte","PD_vs_Ctrl","Down"
"GO:0009615","response to virus","29/510","222/8692",0.130630630630631,2.22635576753224,4.62105870123912,3.82977866259549e-05,0.00314085901064463,0.00314085901064463,"CLU/BST2/ISG15/PLSCR1/NPC2/MX1/IFI16/ENO1/LAMTOR5/PML/BNIP3/SMARCA5/ARF1/IFI6/IFI44L/NLRP1/PARP9/STAT1/IFITM3/TRIM5/CALR/RPSA/DDX3X/MAP3K14/IFIT1/TRIM22/CFL1/IFIT3/C1QBP",29,"Astrocyte","PD_vs_Ctrl","Down"
"GO:0051051","negative regulation of transport","29/510","222/8692",0.130630630630631,2.22635576753224,4.62105870123912,3.82977866259549e-05,0.00314085901064463,0.00314085901064463,"PARK7/PLSCR1/IDH2/CD47/GNAI2/B2M/CALM1/SYT11/FIS1/GJA1/MIDN/SELENOS/SDCBP/YWHAE/SLC43A2/LGALS3/CALM3/LRPAP1/AGT/CD74/NFKBIA/PNKD/RACK1/HES1/APOE/VPS35/TMBIM6/ARL6IP5/YWHAB",29,"Astrocyte","PD_vs_Ctrl","Down"
"GO:0042063","gliogenesis","22/510","146/8692",0.150684931506849,2.56814396991673,4.77057954225246,3.83204669170379e-05,0.00314085901064463,0.00314085901064463,"CLU/ID2/IDH2/ATP1B2/LGI4/CD9/BNIP3/PTN/METRN/ADGRG1/DAB2IP/PLEC/TUBA1A/CSPG5/ERBB2/HES1/DAG1/GSTP1/EEF2/GPC1/GFAP/SOX9",22,"Astrocyte","PD_vs_Ctrl","Down"
"GO:0043068","positive regulation of programmed cell death","35/510","292/8692",0.11986301369863,2.04284179425195,4.5254360932261,3.9644110379946e-05,0.00315229602765956,0.00315229602765956,"CLU/BTG1/RIPK1/PARP1/TMEM164/FIS1/AKAP12/PML/F3/GADD45B/LGALS1/UBB/BNIP3/SOD2/NOD1/TSC22D1/RHOB/STUB1/DAB2IP/NUPR1/PRNP/AGT/ITM2C/PNMA2/RACK1/TCTN3/DDX3X/GADD45A/ITPR1/ITGA6/TXNIP/ARL6IP5/ID3/RPS3/C1QBP",35,"Astrocyte","PD_vs_Ctrl","Down"
"GO:0046390","ribose phosphate biosynthetic process","18/510","107/8692",0.168224299065421,2.86706981858164,4.85146076078651,4.41880172864701e-05,0.00327849670892564,0.00327849670892564,"MT-ND4/GUK1/PARP1/ENO1/MT-ND5/NDUFA5/MT-ATP6/NDUFS3/MT-ND3/NDUFB5/TMSB4X/MT-ND2/ADCYAP1R1/MT-ND4L/NME3/ALDOA/PINK1/MT-ND1",18,"Astrocyte","PD_vs_Ctrl","Down"
"GO:0009636","response to toxic substance","20/510","127/8692",0.15748031496063,2.68395862281921,4.7726525449557,4.5184884601099e-05,0.00327849670892564,0.00327849670892564,"PARK7/GPX4/FIS1/ALDH2/SELENOS/SNN/SELENOT/SOD2/SELENOF/MT-CYB/MGST3/PNKD/PRDX1/GSTM3/UBA52/GSTP1/ADH5/APOE/EPHX1/PINK1",20,"Astrocyte","PD_vs_Ctrl","Down"
"GO:0034097","response to cytokine","47/510","444/8692",0.105855855855856,1.80411588058647,4.34236198000665,5.04824293043899e-05,0.0035465909857338,0.0035465909857338,"ASAH1/PSMD7/RHOA/BST2/ISG15/JAK1/PLSCR1/CD47/MX1/GAPDH/RIPK1/IFI16/CALM1/ACKR3/YBX3/OSMR/AKAP12/PML/F3/ZFP36/PSMB1/KRAS/TMSB4X/CEBPB/CIB1/DAB2IP/ZFP36L2/PARP9/STAT1/TUBA1A/CD74/ZFP36L1/NFKBIA/DPYSL3/SOCS3/IFITM3/CD38/HES1/GSTP1/PSMA7/PSMB5/IFIT1/CFL1/IFIT3/PARP14/SOX9/TIMP3",47,"Astrocyte","PD_vs_Ctrl","Down"
"GO:0002683","negative regulation of immune system process","32/510","261/8692",0.122605363984674,2.08958004657802,4.46200523908891,5.47166677984425e-05,0.00378399955743604,0.00378399955743604,"CLU/HLA-E/SDC4/BST2/ISG15/ID2/CD59/FN1/SERPING1/IFI16/PARP1/SYT11/MFHAS1/HLA-A/SELENOS/YWHAE/LGALS1/PSMB1/LGALS3/TSC22D1/TMEM176B/CEBPB/DAB2IP/PRNP/RPS19/PSMA7/VSIR/PARP14/TMBIM6/SOX9/C1QBP/PHPT1",32,"Astrocyte","PD_vs_Ctrl","Down"
"GO:1901740","negative regulation of myoblast fusion","10/510","39/8692",0.256410256410256,4.3700351935646,5.26591219557739,5.99810408551224e-05,0.00402236495189048,0.00402236495189048,"RPL7A/RPL41/RPL13/RPL28/RPL15/RPL18/UBA52/RPL29/RPL19/RPL8",10,"Astrocyte","PD_vs_Ctrl","Down"
"GO:0062197","cellular response to chemical stress","26/510","194/8692",0.134020618556701,2.28413179704872,4.51587931339468,6.21190375317846e-05,0.00403744020452529,0.00403744020452529,"PARK7/XRCC6/RIPK1/GPX4/PNPLA8/PARP1/YBX3/SELENOS/PML/GPR37L1/BNIP3/SOD2/AQP1/RHOB/STK24/FADS2/ADCYAP1R1/PLEC/ZFP36L1/PRDX1/RACK1/DDX3X/CFL1/PINK1/CHCHD2/RPS3",26,"Astrocyte","PD_vs_Ctrl","Down"
"GO:0071364","cellular response to epidermal growth factor stimulus","9/510","32/8692",0.28125,4.79338235294118,5.36701597637374,6.38546801438704e-05,0.00403744020452529,0.00403744020452529,"ZFP36/EEF1A1/DAB2IP/ZFP36L2/ZFP36L1/ERBB2/GSTP1/CFL1/SOX9",9,"Astrocyte","PD_vs_Ctrl","Down"
"GO:0031347","regulation of defense response","46/510","438/8692",0.105022831050228,1.78991852448742,4.23523338187028,7.3775828150088e-05,0.00459903965341253,0.00459903965341252,"C3/HLA-E/ISG15/PARK7/PLSCR1/CD47/XRCC6/B2M/SERPING1/RIPK1/IFI16/HMGB2/PARP1/LAMP1/SYT11/MFHAS1/HLA-A/OSMR/SELENOS/HLA-C/PML/YWHAE/LGALS1/MGLL/NOD1/TMSB4X/CEBPB/DAB2IP/NLRP1/PARP9/STAT1/NUPR1/AGT/NFKBIA/CD81/TRIM5/RPS19/DDX3X/GSTP1/TMEM219/ZDHHC3/TRIM22/APOE/VPS35/PARP14/C1QBP",46,"Astrocyte","PD_vs_Ctrl","Down"
"GO:0071384","cellular response to corticosteroid stimulus","8/510","26/8692",0.307692307692308,5.24404223227753,5.41062274627716,8.10238105376514e-05,0.00478148513919527,0.00478148513919527,"ZFP36/MT-ND3/AQP1/RAN/ZFP36L2/ZFP36L1/FAM107A/GSTP1",8,"Astrocyte","PD_vs_Ctrl","Down"
"GO:0002526","acute inflammatory response","9/510","33/8692",0.272727272727273,4.64812834224599,5.24183605938753,8.32937956953338e-05,0.0048507676282572,0.0048507676282572,"HLA-E/PARK7/PLSCR1/FN1/OSMR/SELENOS/F3/CEBPB/GSTP1",9,"Astrocyte","PD_vs_Ctrl","Down"
