"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count","celltype","contrast","direction"
"GO:0016032","viral process","30/510","244/8692",0.122950819672131,2.09546769527483,4.33319028700927,8.86227084442097e-05,0.00509407931914379,0.00509407931914379,"BST2/ISG15/PLSCR1/MX1/VPS28/IFI16/SCARB2/LAMP1/LAMTOR5/ZFP36/LGALS1/STOM/RAN/SPCS1/PARP9/STAT1/BSG/CD81/IFITM3/HACD3/DYNLT1/TRIM5/CTSL/CANX/RPSA/DDX3X/DAG1/IFIT1/APOE/CTSB",30,"Astrocyte","PD_vs_Ctrl","Down"
"GO:0046034","ATP metabolic process","20/510","135/8692",0.148148148148148,2.52490922294844,4.45800277836886,0.000109067735501281,0.00611055439656545,0.00611055439656545,"MT-ND4/GAPDH/PKM/PARP1/FIS1/ENO1/MT-ND5/NDUFA5/MT-ATP6/PGAM1/NDUFS3/MT-ND3/NDUFB5/TMSB4X/MT-ND2/NUPR1/MT-ND4L/ALDOA/PINK1/MT-ND1",20,"Astrocyte","PD_vs_Ctrl","Down"
"GO:0007565","female pregnancy","13/510","67/8692",0.194029850746269,3.3068773778168,4.73230344930845,0.000114128783039188,0.00631417492164308,0.00631417492164308,"PARP1/GJA1/PTN/KRAS/BSG/DDR1/IGFBP7/MAGED2/CALR/CD38/NDP/RPL29/C1QBP",13,"Astrocyte","PD_vs_Ctrl","Down"
"GO:0040017","positive regulation of locomotion","38/510","346/8692",0.109826589595376,1.87178964071178,4.13143370952256,0.000125729479717035,0.00649209582007671,0.00649209582007671,"SRPX2/RHOA/CD47/FN1/MAPRE2/GNAI2/ACKR3/SPARC/AKAP12/SDCBP/F3/RAB11A/PTN/SOD2/LGALS3/TMSB4X/RHOB/CIB1/DAB2IP/RHOC/AGT/CD74/BSG/FAM107A/CALR/FGF2/VEGFB/RACK1/NEDD9/VSIR/ACTG1/CFL1/VPS35/ITGA6/PINK1/SOX9/C1QBP/PHPT1",38,"Astrocyte","PD_vs_Ctrl","Down"
"GO:1902950","regulation of dendritic spine maintenance","5/510","10/8692",0.5,8.52156862745098,5.9413995237718,0.000134303367884092,0.00682563375800098,0.00682563375800098,"PRNP/NEDD9/CFL1/APOE/VPS35",5,"Astrocyte","PD_vs_Ctrl","Down"
"GO:0021762","substantia nigra development","9/510","35/8692",0.257142857142857,4.38252100840336,5.0058869954014,0.000137252915603725,0.00682563375800098,0.00682563375800098,"RHOA/CCDC14/CALM1/MAOB/YWHAE/NDUFS3/CALM3/ACTB/CKB",9,"Astrocyte","PD_vs_Ctrl","Down"
"GO:0070849","response to epidermal growth factor","9/510","35/8692",0.257142857142857,4.38252100840336,5.0058869954014,0.000137252915603725,0.00682563375800098,0.00682563375800098,"ZFP36/EEF1A1/DAB2IP/ZFP36L2/ZFP36L1/ERBB2/GSTP1/CFL1/SOX9",9,"Astrocyte","PD_vs_Ctrl","Down"
"GO:0042542","response to hydrogen peroxide","11/510","51/8692",0.215686274509804,3.67597078046905,4.78491996421818,0.000141957810756074,0.00682940511311285,0.00682940511311285,"PARK7/RIPK1/MT-ND5/BNIP3/SOD2/AQP1/RHOB/EEF2/CFL1/TXNIP/RPS3",11,"Astrocyte","PD_vs_Ctrl","Down"
"GO:0051248","negative regulation of protein metabolic process","38/510","349/8692",0.108882521489971,1.85569975841339,4.07345784694925,0.000150617900746379,0.00701720872319444,0.00701720872319445,"BEX1/CLU/TAF7/ISG15/PARK7/GABARAPL2/GAPDH/VPS28/PFDN1/ITM2B/PML/ZFP36/CST3/BEX3/MAP1A/CIB1/DAB2IP/ZFP36L2/PRNP/AGT/TOB1/NCL/ZFP36L1/ITM2C/CALR/RACK1/CADM4/BTG2/DDX3X/GADD45A/BEX2/BEX4/APOE/VPS35/CIRBP/PARP14/RPS3/TIMP3",38,"Astrocyte","PD_vs_Ctrl","Down"
"GO:2000147","positive regulation of cell motility","37/510","338/8692",0.109467455621302,1.86566887109874,4.0527810422777,0.000164927686322997,0.00740616277893421,0.00740616277893421,"SRPX2/RHOA/CD47/FN1/MAPRE2/GNAI2/ACKR3/SPARC/AKAP12/SDCBP/F3/RAB11A/PTN/SOD2/LGALS3/TMSB4X/RHOB/CIB1/DAB2IP/RHOC/AGT/CD74/BSG/FAM107A/CALR/FGF2/VEGFB/RACK1/NEDD9/VSIR/ACTG1/CFL1/ITGA6/PINK1/SOX9/C1QBP/PHPT1",37,"Astrocyte","PD_vs_Ctrl","Down"
"GO:1903829","positive regulation of protein localization","34/510","301/8692",0.112956810631229,1.92513842746401,4.07824519616878,0.000166431902867725,0.00740616277893421,0.00740616277893421,"ZDHHC2/JAK1/PARK7/VPS28/PARP1/SYT11/LRRC8A/LAMTOR5/PML/LIMK2/YWHAE/RAB11A/LGALS3/LAMTOR1/MAP1A/CIB1/RAN/PARP9/PRNP/BSG/TMED10/CD81/CD38/RACK1/DAG1/NEDD9/ALDOA/CFL1/VIM/APOE/VPS35/B3GAT3/PINK1/PHPT1",34,"Astrocyte","PD_vs_Ctrl","Down"
"GO:0071345","cellular response to cytokine stimulus","41/510","393/8692",0.104325699745547,1.77803721997705,3.94070560606012,0.000211295018249551,0.00863242906404735,0.00863242906404735,"ASAH1/PSMD7/RHOA/ISG15/JAK1/CD47/MX1/GAPDH/RIPK1/IFI16/CALM1/ACKR3/YBX3/OSMR/AKAP12/F3/ZFP36/PSMB1/KRAS/TMSB4X/CEBPB/CIB1/DAB2IP/ZFP36L2/PARP9/STAT1/CD74/ZFP36L1/NFKBIA/DPYSL3/SOCS3/IFITM3/HES1/GSTP1/PSMA7/PSMB5/IFIT1/CFL1/IFIT3/PARP14/SOX9",41,"Astrocyte","PD_vs_Ctrl","Down"
"GO:0051093","negative regulation of developmental process","46/510","458/8692",0.100436681222707,1.71175614350544,3.90704809679774,0.000212099139407034,0.00863242906404735,0.00863242906404735,"CCDC85B/CRIM1/ID2/RPL7A/IDH2/B2M/PARP1/RPL41/SPARC/PML/ZFP36/LGALS1/PSMB1/BNIP3/PTN/CST3/TSC22D1/RPL13/RPL28/TMEM176B/TMSB4X/CIB1/ACTB/DAB2IP/ZFP36L2/STAT1/ZFP36L1/NFKBIA/RPL15/RPL18/DYNLT1/CALR/UBA52/HES1/PSMA7/GADD45A/CFL1/APOE/SLIT1/PINK1/RPL29/SOX9/VASN/ID3/RPL19/RPL8",46,"Astrocyte","PD_vs_Ctrl","Down"
"GO:0140253","cell-cell fusion","12/510","62/8692",0.193548387096774,3.29867172675522,4.53479465873989,0.000213308051581272,0.00863242906404735,0.00863242906404735,"RPL7A/RPL41/CD9/RPL13/RPL28/RPL15/CD81/RPL18/UBA52/RPL29/RPL19/RPL8",12,"Astrocyte","PD_vs_Ctrl","Down"
"GO:0048144","fibroblast proliferation","9/510","37/8692",0.243243243243243,4.1456279809221,4.7870163482481,0.000217688143949037,0.00863242906404735,0.00863242906404735,"S100A6/FN1/PML/AQP1/DAB2IP/AGT/CD74/FTH1/GSTP1",9,"Astrocyte","PD_vs_Ctrl","Down"
"GO:0048145","regulation of fibroblast proliferation","9/510","37/8692",0.243243243243243,4.1456279809221,4.7870163482481,0.000217688143949037,0.00863242906404735,0.00863242906404735,"S100A6/FN1/PML/AQP1/DAB2IP/AGT/CD74/FTH1/GSTP1",9,"Astrocyte","PD_vs_Ctrl","Down"
"GO:0160307","protein biosynthetic process","45/510","446/8692",0.100896860986547,1.71959905038248,3.89517138507202,0.000224294925975021,0.00863242906404735,0.00863242906404735,"EIF1/MTPN/YTHDF1/SECISBP2/FAU/RPL7A/TUFM/GAPDH/PKM/RPL41/RPS5/YBX3/PML/ZFP36/EEF1A1/SELENOT/CNBP/RPL13/RPL28/ZFP36L2/RPS2/TOB1/NCL/ZFP36L1/ERBB2/RPL15/RPL18/AURKAIP1/CALR/UBA52/RACK1/RPS19/RPSA/BTG2/DDX3X/EEF2/EIF4A2/CIRBP/PINK1/RPL29/RPS9/RPL19/RPL8/RPS3/C1QBP",45,"Astrocyte","PD_vs_Ctrl","Down"
"GO:0044706","multi-multicellular organism process","13/510","72/8692",0.180555555555556,3.07723311546841,4.4186344912742,0.000243650295252913,0.00913895090499484,0.00913895090499484,"PARP1/GJA1/PTN/KRAS/BSG/DDR1/IGFBP7/MAGED2/CALR/CD38/NDP/RPL29/C1QBP",13,"Astrocyte","PD_vs_Ctrl","Down"
"GO:0031960","response to corticosteroid","12/510","63/8692",0.19047619047619,3.24631185807656,4.46735345873414,0.000249749785661076,0.00921160459446604,0.00921160459446604,"PARP1/ZFP36/MT-ND3/AQP1/KRAS/CALM3/RAN/ZFP36L2/ZFP36L1/FAM107A/IGFBP7/GSTP1",12,"Astrocyte","PD_vs_Ctrl","Down"
"GO:0072593","reactive oxygen species metabolic process","17/510","112/8692",0.151785714285714,2.58690476190476,4.2199417497722,0.000262506207936991,0.00952338095351739,0.00952338095351739,"RHOA/PARK7/GNAI2/RIPK1/MAOB/ACOX1/BNIP3/NDUFS3/SOD2/IFI6/AGT/DCXR/PRDX1/GSTP1/GADD45A/PINK1/CBR1",17,"Astrocyte","PD_vs_Ctrl","Down"
"GO:0030097","hemopoiesis","44/510","438/8692",0.100456621004566,1.71209597994449,3.81797941415989,0.000290258154618698,0.0103603434866319,0.0103603434866319,"LMO2/RHOA/PBXIP1/ISG15/JAK1/ID2/XRCC6/SBDS/RIPK1/IFI16/HMGB2/PARP1/LRRC8A/MFHAS1/ZFP36/LGALS1/PSMB1/PTN/TSC22D1/TMEM176B/TMSB4X/CEBPB/CIB1/ACTB/ZFP36L2/JUNB/STAT1/CD74/ZFP36L1/SOCS3/SLC25A5/MXRA7/CD81/FGFR2/CTSL/HES1/RPS19/NEDD9/PSMA7/VSIR/CD164/PINK1/ETV6/GLUL",44,"Astrocyte","PD_vs_Ctrl","Down"
"GO:0048857","neural nucleus development","9/510","39/8692",0.230769230769231,3.93303167420814,4.58306408571675,0.000333849780159213,0.0117271359284498,0.0117271359284498,"RHOA/CCDC14/CALM1/MAOB/YWHAE/NDUFS3/CALM3/ACTB/CKB",9,"Astrocyte","PD_vs_Ctrl","Down"
"GO:0120254","olefinic compound metabolic process","11/510","56/8692",0.196428571428571,3.34775910364146,4.40029157899111,0.000339988485384915,0.0117561643462003,0.0117561643462003,"GPX4/PNPLA8/DHRS7/MGLL/FADS2/DKK3/MGST3/GSTP1/FADS1/EPHX1/HSD17B6",11,"Astrocyte","PD_vs_Ctrl","Down"
"GO:0001817","regulation of cytokine production","41/510","405/8692",0.101234567901235,1.72535463568143,3.73223910166246,0.000398410196624743,0.0134406272273834,0.0134406272273834,"C3/CLU/HLA-E/BST2/ISG15/PARK7/CD47/FN1/B2M/GAPDH/RIPK1/IFI16/HMGB2/SYT11/LAMTOR5/HLA-A/SELENOS/AKAP12/PML/F3/ZFP36/PSMB1/NOD1/CEBPB/NLRP1/STAT1/PRNP/AGT/CD74/BSG/NFKBIA/TMED10/CD81/ATP6AP2/DDX3X/GSTP1/PSMA7/VSIR/PLAGL1/TMEM219/C1QBP",41,"Astrocyte","PD_vs_Ctrl","Down"
"GO:0051602","response to electrical stimulus","6/510","18/8692",0.333333333333333,5.68104575163399,4.96317575857682,0.000400850156804023,0.0134406272273834,0.0134406272273834,"HPCA/MT-CO1/AKAP12/SOD2/CALR/BTG2",6,"Astrocyte","PD_vs_Ctrl","Down"
"GO:0001816","cytokine production","41/510","410/8692",0.1,1.7043137254902,3.64737731447808,0.000512759943532142,0.0163271619429731,0.0163271619429731,"C3/CLU/HLA-E/BST2/ISG15/PARK7/CD47/FN1/B2M/GAPDH/RIPK1/IFI16/HMGB2/SYT11/LAMTOR5/HLA-A/SELENOS/AKAP12/PML/F3/ZFP36/PSMB1/NOD1/CEBPB/NLRP1/STAT1/PRNP/AGT/CD74/BSG/NFKBIA/TMED10/CD81/ATP6AP2/DDX3X/GSTP1/PSMA7/VSIR/PLAGL1/TMEM219/C1QBP",41,"Astrocyte","PD_vs_Ctrl","Down"
"GO:0032103","positive regulation of response to external stimulus","37/510","359/8692",0.103064066852368,1.75653503741329,3.6548184204971,0.00054246023847871,0.0170278653582041,0.0170278653582041,"HLA-E/PARK7/PLSCR1/CD47/XRCC6/RIPK1/IFI16/HMGB2/PARP1/LAMP1/MFHAS1/OSMR/HLA-C/F3/YWHAE/LGALS1/PTN/NOD1/TMSB4X/CEBPB/DAB2IP/NLRP1/PARP9/NUPR1/AGT/CD74/NFKBIA/CD81/TRIM5/CALR/FGF2/VEGFB/RPS19/DDX3X/NEDD9/ZDHHC3/C1QBP",37,"Astrocyte","PD_vs_Ctrl","Down"
"GO:0014902","myotube differentiation","13/510","78/8692",0.166666666666667,2.84052287581699,4.0763954926865,0.000548756366298405,0.0171041949101179,0.0171041949101179,"RPL7A/RPL41/CD9/RPL13/RPL28/PLEC/RPL15/CD81/RPL18/UBA52/RPL29/RPL19/RPL8",13,"Astrocyte","PD_vs_Ctrl","Down"
"GO:0040007","growth","38/510","373/8692",0.101876675603217,1.73629816537875,3.62879803360865,0.000573209316817848,0.0176182252516375,0.0176182252516375,"CCDC85B/CGRRF1/MTPN/BST2/BTG1/CD9/ENO1/GJA1/WFS1/PML/SDCBP/PTN/LAMTOR1/KRAS/CIB1/AGT/PLEC/BSG/FAM107A/ERBB2/CD81/FGFR2/IGFBP7/FGF2/CD38/RACK1/PSAP/DDX3X/DAG1/TSC22D4/PPP2R1A/CFL1/VIM/APOE/SLIT1/OSGIN2/PPIB/SOX9",38,"Astrocyte","PD_vs_Ctrl","Down"
"GO:0002920","regulation of humoral immune response","5/510","13/8692",0.384615384615385,6.55505279034691,5.00397634312765,0.000591730045647371,0.0180620495312777,0.0180620495312777,"C3/CLU/CD59/SERPING1/C1QBP",5,"Astrocyte","PD_vs_Ctrl","Down"
"GO:0048878","chemical homeostasis","46/510","481/8692",0.0956340956340956,1.62990501814031,3.54845911523277,0.000633396751437471,0.0190708436861377,0.0190708436861377,"PDZD8/SRI/PARK7/ATP1B2/NPC2/B2M/PNPLA8/LAMP1/ANGPTL4/LRRC8A/FIS1/WFS1/PML/YWHAE/NUCKS1/ACOX1/BNIP3/FTL/SELENOT/SOD2/AQP1/CNBP/LAMTOR1/ORMDL1/ARF1/ATP6V0B/SLC39A14/TMCO1/PRNP/AGT/SLC26A3/FTH1/ATP6AP2/CALR/RACK1/DDX3X/GSTP1/TSC22D4/ALDOA/NDFIP1/APOE/ITPR1/TMEM9/GLUL/PHPT1/ATP6V0E2",46,"Astrocyte","PD_vs_Ctrl","Down"
"GO:0008285","negative regulation of cell population proliferation","33/510","311/8692",0.106109324758842,1.80843578588992,3.62466629310285,0.000646974696569708,0.0192181879665606,0.0192181879665606,"CGRRF1/HLA-E/SDC4/BTG1/IDH2/B2M/SPARC/PML/PTN/SOD2/TSC22D1/CEBPB/ADGRG1/CIB1/DAB2IP/STAT1/NUPR1/PRNP/TOB1/FBXO2/PMP22/FGFR2/IGFBP7/FTH1/HES1/BTG2/GSTP1/COPS8/VSIR/JUND/IFIT3/APOE/SOX9",33,"Astrocyte","PD_vs_Ctrl","Down"
"GO:0097435","supramolecular fiber organization","46/510","484/8692",0.0950413223140496,1.61980230108572,3.50305871519202,0.000724119988454787,0.0213663671260059,0.0213663671260059,"LMOD1/RNH1/RHOA/CLU/MTPN/SDC4/CDC42EP4/PARK7/CSRP1/CD47/CNN3/B2M/RIPK1/PFDN1/COTL1/TMSB10/LIMK2/RAB11A/CST3/MAP1A/ARF1/TMSB4X/RHOB/CIB1/ACTB/RHOC/MARCKS/TBCB/MSRB2/PLEC/TUBA1A/PPFIA1/DPYSL3/FAM107A/WASF2/THSD4/NEDD9/ACTG1/ALDOA/CFL1/VIM/APOE/BRK1/GFAP/RPS3/MARCKSL1",46,"Astrocyte","PD_vs_Ctrl","Down"
"GO:0010644","cell communication by electrical coupling","6/510","20/8692",0.3,5.11294117647059,4.59724963416357,0.000756804170736008,0.0216104210301779,0.0216104210301779,"SRI/ATP1B2/CALM1/GJA1/GJB6/CALM3",6,"Astrocyte","PD_vs_Ctrl","Down"
"GO:0031638","zymogen activation","6/510","20/8692",0.3,5.11294117647059,4.59724963416357,0.000756804170736008,0.0216104210301779,0.0216104210301779,"C1RL/C1S/ENO1/CTSL/C1R/VSIR",6,"Astrocyte","PD_vs_Ctrl","Down"
"GO:0051607","defense response to virus","21/510","168/8692",0.125,2.13039215686275,3.69362057970958,0.000799214455846212,0.0224052412622515,0.0224052412622515,"BST2/ISG15/PLSCR1/MX1/IFI16/PML/BNIP3/SMARCA5/IFI6/IFI44L/NLRP1/PARP9/STAT1/IFITM3/TRIM5/RPSA/MAP3K14/IFIT1/TRIM22/IFIT3/C1QBP",21,"Astrocyte","PD_vs_Ctrl","Down"
"GO:0097305","response to alcohol","18/510","134/8692",0.134328358208955,2.28937664618086,3.75522776521037,0.000799532893465556,0.0224052412622515,0.0224052412622515,"MT-ND4/PARP1/SOD2/CALM3/MT-CYB/GPR155/ADCYAP1R1/FGFR2/IGFBP7/FGF2/BTG2/DAG1/GSTP1/EEF2/ANXA7/JUND/GFAP/MT-CO2",18,"Astrocyte","PD_vs_Ctrl","Down"
"GO:0031396","regulation of protein ubiquitination","17/510","123/8692",0.138211382113821,2.35555555555556,3.78002812313977,0.000799825603126015,0.0224052412622515,0.0224052412622515,"BEX1/PTTG1IP/ISG15/PARK7/VPS28/WFS1/UBB/BEX3/STUB1/RPS2/FAM107A/DDX3X/BEX2/BEX4/NDFIP1/PINK1/RPS3",17,"Astrocyte","PD_vs_Ctrl","Down"
"GO:0044282","small molecule catabolic process","22/510","180/8692",0.122222222222222,2.08305010893246,3.6657194248281,0.000821886328679659,0.0228784206964539,0.0228784206964539,"ETFB/GAPDH/PKM/SDS/ENO1/LPIN2/ASRGL1/ALDH2/PGAM1/ACOX1/ALDH6A1/NUDT3/CRYL1/PNKD/DCXR/ECI2/ECHS1/ALDOA/ADH5/ACAA2/GLUL/HSD17B6",22,"Astrocyte","PD_vs_Ctrl","Down"
"GO:2000379","positive regulation of reactive oxygen species metabolic process","9/510","44/8692",0.204545454545455,3.48609625668449,4.12740097900668,0.00085944199969101,0.0237034206849176,0.0237034206849176,"PARK7/GNAI2/RIPK1/SOD2/AGT/DCXR/GSTP1/GADD45A/CBR1",9,"Astrocyte","PD_vs_Ctrl","Down"
"GO:0009988","cell-cell recognition","5/510","14/8692",0.357142857142857,6.08683473389356,4.75545469410614,0.000876381272496324,0.0237967086629983,0.0237967086629983,"CD9/LGALS3/CD81/NEDD9/ALDOA",5,"Astrocyte","PD_vs_Ctrl","Down"
"GO:0034341","response to type II interferon","12/510","72/8692",0.166666666666667,2.84052287581699,3.9151108272363,0.00088860301232788,0.0239814447107512,0.0239814447107512,"BST2/JAK1/CD47/GAPDH/CALM1/PSMB1/PARP9/STAT1/CD74/IFITM3/PSMA7/PARP14",12,"Astrocyte","PD_vs_Ctrl","Down"
"GO:0002252","immune effector process","29/510","267/8692",0.108614232209738,1.85112726738636,3.52659352247523,0.000939844114685678,0.0250587352505952,0.0250587352505952,"C3/CLU/HLA-E/BST2/JAK1/CD59/B2M/SERPING1/C1RL/C1S/LAMP1/HLA-A/HLA-C/LGALS1/PSMB1/LGALS3/CEBPB/JUNB/PLEC/CD74/SOCS3/CD81/C1R/RPS19/PSMA7/TUBB4B/TUBB/TMBIM6/C1QBP",29,"Astrocyte","PD_vs_Ctrl","Down"
"GO:0010038","response to metal ion","22/510","182/8692",0.120879120879121,2.06015944839474,3.60854667943651,0.000953725764300116,0.0252765882203133,0.0252765882203133,"PARK7/PLSCR1/HPCA/B2M/MT-CO1/PARP1/ITPKC/CALM1/UROS/CLIC4/BNIP3/SOD2/AQP1/CALM3/MT-CYB/PRNP/TUBA1A/BSG/CALR/ANXA7/JUND/TXNIP",22,"Astrocyte","PD_vs_Ctrl","Down"
"GO:0051247","positive regulation of protein metabolic process","44/510","464/8692",0.0948275862068965,1.61615956727519,3.40561280787071,0.000987956958469699,0.0258175596994384,0.0258175596994384,"RHOA/PTTG1IP/C3/ELOB/CLU/MTPN/YTHDF1/RIPK1/PKM/VPS28/ENO1/YBX3/WFS1/UBB/CNBP/STUB1/CIB1/RAMP1/DAB2IP/PARP9/RPS2/NUPR1/FAM107A/ERBB2/CD81/AURKAIP1/FGF2/VEGFB/RACK1/HES1/DDX3X/NEDD9/COPS8/EEF2/VSIR/NDFIP1/CFL1/APOE/VPS35/CIRBP/PARP14/PINK1/TIPARP/C1QBP",44,"Astrocyte","PD_vs_Ctrl","Down"
"GO:0060326","cell chemotaxis","19/510","148/8692",0.128378378378378,2.18797032326444,3.63911730395151,0.00101274229891503,0.0258175596994384,0.0258175596994384,"C3/SBDS/HMGB2/ACKR3/PTN/LGALS3/CXCL14/TMSB4X/PLEC/CD74/BSG/CALR/FGF2/VEGFB/RPS19/GSTP1/NEDD9/PPIB/C1QBP",19,"Astrocyte","PD_vs_Ctrl","Down"
"GO:0006612","protein targeting to membrane","12/510","74/8692",0.162162162162162,2.7637519872814,3.80399867082552,0.00114077198845127,0.028207021345728,0.028207021345728,"ZDHHC2/HPCA/SDCBP/SEC62/STOM/CIB1/PRNP/SSR1/ERBB2/ZDHHC3/SRP14/SSR3",12,"Astrocyte","PD_vs_Ctrl","Down"
"GO:0006941","striated muscle contraction","17/510","127/8692",0.133858267716535,2.28136482939633,3.63162671051667,0.00115217675688329,0.0282701825265225,0.0282701825265225,"SRI/RPL7A/RPL41/CALM1/GJA1/RPL13/RPL28/CALM3/RPL15/C12orf57/RPL18/UBA52/EEF2/ALDOA/RPL29/RPL19/RPL8",17,"Astrocyte","PD_vs_Ctrl","Down"
"GO:1900271","regulation of long-term synaptic potentiation","7/510","29/8692",0.241379310344828,4.11386071670047,4.1932837373538,0.00115610100255323,0.0282701825265225,0.0282701825265225,"ZDHHC2/YTHDF1/NRGN/PTN/PRNP/FAM107A/APOE",7,"Astrocyte","PD_vs_Ctrl","Down"
"GO:0019725","cellular homeostasis","40/510","414/8692",0.0966183574879227,1.64667992800985,3.36602289982256,0.00117188819204285,0.0284987754834158,0.0284987754834158,"PDZD8/SRI/ATP1B2/B2M/LAMP1/LRRC8A/FIS1/SELENOS/WFS1/PML/YWHAE/NUCKS1/BNIP3/FTL/SELENOT/SOD2/AQP1/ORMDL1/MAP1A/ARF1/ATP6V0B/SLC39A14/TMCO1/PRNP/SLC26A3/PRDX1/FTH1/ATP6AP2/CALR/RACK1/GSTP1/TSC22D4/ALDOA/NDFIP1/ITPR1/TMEM9/PINK1/GLUL/PHPT1/ATP6V0E2",40,"Astrocyte","PD_vs_Ctrl","Down"
"GO:0040013","negative regulation of locomotion","22/510","185/8692",0.118918918918919,2.02675145733969,3.52414039203376,0.00118558061618704,0.0285183685176296,0.0285183685176296,"RHOA/BST2/IDH2/ATP1B2/CD63/GJA1/CLIC4/RHOB/ADGRG1/STK24/DAB2IP/CD74/DPYSL3/CALR/FGF2/DAG1/GSTP1/NEDD9/GADD45A/CFL1/APOE/SLIT1",22,"Astrocyte","PD_vs_Ctrl","Down"
"GO:0061621","canonical glycolysis","5/510","15/8692",0.333333333333333,5.68104575163399,4.52995556619337,0.00125170234507654,0.0291739995046038,0.0291739995046038,"GAPDH/PKM/ENO1/PGAM1/ALDOA",5,"Astrocyte","PD_vs_Ctrl","Down"
"GO:0061718","glucose catabolic process to pyruvate","5/510","15/8692",0.333333333333333,5.68104575163399,4.52995556619337,0.00125170234507654,0.0291739995046038,0.0291739995046038,"GAPDH/PKM/ENO1/PGAM1/ALDOA",5,"Astrocyte","PD_vs_Ctrl","Down"
"GO:0045058","T cell selection","8/510","38/8692",0.210526315789474,3.58802889576883,3.99156034421649,0.00136016511703032,0.0311921803522083,0.0311921803522083,"RHOA/JAK1/LGALS1/PSMB1/CD74/SOCS3/CTSL/PSMA7",8,"Astrocyte","PD_vs_Ctrl","Down"
"GO:0060429","epithelium development","38/510","391/8692",0.0971867007672634,1.65636628052756,3.31558112920361,0.00139106912312597,0.0317364532935853,0.0317364532935853,"ASAH1/RHOA/SDC4/BTG1/ID2/CNN3/CD63/GJA1/ZFP36/CLIC4/LGALS3/AQP1/RHOB/CEBPB/ACTB/STAT1/RHOC/MARCKS/AGT/PLEC/BSG/ZFP36L1/FGFR2/GSTM3/DDR1/FSTL1/ATP6AP2/FGF2/HES1/PSAP/DAG1/ACTG1/ANXA7/TUBB/CTSB/TXNIP/SOX9/CBR1",38,"Astrocyte","PD_vs_Ctrl","Down"
"GO:1903706","regulation of hemopoiesis","24/510","213/8692",0.112676056338028,1.92035349351008,3.39517664428669,0.00153817091180055,0.0345580936833972,0.0345580936833972,"RHOA/ISG15/ID2/XRCC6/RIPK1/HMGB2/ZFP36/LGALS1/PSMB1/PTN/TSC22D1/TMEM176B/CEBPB/CIB1/ACTB/ZFP36L2/JUNB/STAT1/CD74/ZFP36L1/NEDD9/PSMA7/VSIR/GLUL",24,"Astrocyte","PD_vs_Ctrl","Down"
"GO:0008637","apoptotic mitochondrial changes","10/510","57/8692",0.175438596491228,2.99002407980736,3.76317845667085,0.00157287563511815,0.035159331116328,0.035159331116328,"CLU/FIS1/GHITM/BNIP3/SOD2/IFI6/SLC25A5/VPS35/ACAA2/PINK1",10,"Astrocyte","PD_vs_Ctrl","Down"
"GO:0044283","small molecule biosynthetic process","31/510","302/8692",0.102649006622517,1.74946110894689,3.30949567480756,0.00160674764446628,0.035736005399034,0.035736005399034,"ASAH1/HSD17B12/PARK7/GPX4/PNPLA8/SDS/ITPKC/UROS/ANGPTL4/ENO1/SELENOS/PGAM1/ACOX1/MGLL/CYB5R3/SLC39A14/FADS2/DKK3/ADCYAP1R1/MGST3/CD74/HACD3/ADI1/FABP5/GSTP1/FADS1/APOE/ARPP19/ACAA2/CBR1/GLUL",31,"Astrocyte","PD_vs_Ctrl","Down"
"GO:0006081","aldehyde metabolic process","8/510","39/8692",0.205128205128205,3.49602815485168,3.90021597585611,0.00162502068783577,0.0359338910668354,0.0359338910668354,"TALDO1/PARK7/IDH2/ALDH9A1/ALDH2/DKK3/PNKD/ADH5",8,"Astrocyte","PD_vs_Ctrl","Down"
"GO:0033993","response to lipid","42/510","449/8692",0.0935412026726058,1.59423555613782,3.22796918587324,0.0016716878053508,0.036256935701864,0.036256935701864,"RHOA/PARK7/B2M/GPX4/HMGB2/PARP1/FIS1/SELENOS/AKAP12/WBP2/ZFP36/MT-ND3/SOD2/AQP1/PLSCR4/KRAS/CALM3/CEBPB/RAN/DAB2IP/ZFP36L2/JUNB/GPR155/MTDH/ADCYAP1R1/ZFP36L1/FAM107A/FGFR2/IGFBP7/TRIM5/CALR/CD38/HES1/BTG2/DAG1/GSTP1/EEF2/ANXA7/JUND/VIM/TXNIP/SOX9",42,"Astrocyte","PD_vs_Ctrl","Down"
"GO:0002831","regulation of response to biotic stimulus","32/510","316/8692",0.10126582278481,1.7258873169521,3.28159242608239,0.00169570395171393,0.036256935701864,0.036256935701864,"C3/HLA-E/ISG15/PLSCR1/XRCC6/B2M/SERPING1/IFI16/HMGB2/PARP1/LAMP1/SYT11/MFHAS1/HLA-A/HLA-C/PML/YWHAE/NOD1/DAB2IP/NLRP1/PARP9/STAT1/FBXO2/NFKBIA/TRIM5/RPS19/DDX3X/ZDHHC3/TRIM22/APOE/PARP14/C1QBP",32,"Astrocyte","PD_vs_Ctrl","Down"
"GO:0090314","positive regulation of protein targeting to membrane","5/510","16/8692",0.3125,5.32598039215686,4.32389353217667,0.00173371704513922,0.0363669746056218,0.0363669746056218,"HPCA/STOM/CIB1/PRNP/ERBB2",5,"Astrocyte","PD_vs_Ctrl","Down"
