"Cluster","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"PD (Down)","GO:0048878","chemical homeostasis","46/511","481/8692",0.0956340956340956,1.62671538014004,3.53416639977466,0.000660728723719791,0.0197593603458364,0.0197593603458364,"PHPT1/SRI/PARK7/ATP1B2/NPC2/B2M/PNPLA8/PDZD8/LAMP1/ANGPTL4/LRRC8A/FIS1/ITPR1/WFS1/PML/YWHAE/NUCKS1/ACOX1/ORMDL1/BNIP3/FTL/SOD2/AQP1/CNBP/LAMTOR1/ARF1/ATP6V0B/SLC39A14/TMCO1/SELENOT/PRNP/AGT/SLC26A3/ATP6V0E2/FTH1/ATP6AP2/CALR/GLUL/RACK1/DDX3X/GSTP1/TSC22D4/ALDOA/NDFIP1/APOE/TMEM9",46
"PD (Down)","GO:0008285","negative regulation of cell population proliferation","33/511","311/8692",0.106109324758842,1.80489677261029,3.61255600717831,0.000669445223185976,0.0198856681732962,0.0198856681732962,"CGRRF1/HLA-E/SDC4/BTG1/IDH2/CEBPB/B2M/SPARC/PML/NUPR1/PTN/SOD2/TSC22D1/ADGRG1/CIB1/DAB2IP/STAT1/PRNP/TOB1/FBXO2/PMP22/FGFR2/IGFBP7/FTH1/HES1/BTG2/GSTP1/COPS8/VSIR/JUND/IFIT3/APOE/SOX9",33
"PD (Down)","GO:0097435","supramolecular fiber organization","46/511","484/8692",0.0950413223140496,1.61663243356892,3.48877128875975,0.000755101546874597,0.0218358901077012,0.0218358901077012,"LMOD1/RNH1/CLU/MTPN/SDC4/CDC42EP4/PARK7/CSRP1/CD47/CNN3/B2M/PFDN1/COTL1/TMSB10/LIMK2/RAB11A/CST3/RIPK1/MAP1A/ARF1/TMSB4X/RHOB/CIB1/ACTB/RHOC/RHOA/MARCKS/TBCB/MSRB2/PLEC/TUBA1A/PPFIA1/DPYSL3/FAM107A/WASF2/THSD4/NEDD9/ACTG1/ALDOA/CFL1/VIM/APOE/BRK1/GFAP/RPS3/MARCKSL1",46
"PD (Down)","GO:0010644","cell communication by electrical coupling","6/511","20/8692",0.3,5.10293542074364,4.59084017193171,0.000764700173224964,0.0218358901077012,0.0218358901077012,"SRI/ATP1B2/CALM1/GJA1/GJB6/CALM3",6
"PD (Down)","GO:0031638","zymogen activation","6/511","20/8692",0.3,5.10293542074364,4.59084017193171,0.000764700173224964,0.0218358901077012,0.0218358901077012,"C1RL/ENO1/C1S/CTSL/C1R/VSIR",6
"PD (Down)","GO:0031396","regulation of protein ubiquitination","17/511","123/8692",0.138211382113821,2.35094585779517,3.77109572866446,0.000817532002236875,0.0229590910072915,0.0229590910072915,"PTTG1IP/ISG15/PARK7/STUB1/VPS28/WFS1/BEX3/RPS2/UBB/BEX1/FAM107A/DDX3X/BEX2/BEX4/NDFIP1/PINK1/RPS3",17
"PD (Down)","GO:0097305","response to alcohol","18/511","134/8692",0.134328358208955,2.28489645704939,3.74607543380349,0.000817928466527416,0.0229590910072915,0.0229590910072915,"MT-ND4/PARP1/ADCYAP1R1/SOD2/CALM3/MT-CYB/GPR155/FGFR2/IGFBP7/FGF2/BTG2/DAG1/GSTP1/EEF2/ANXA7/JUND/GFAP/MT-CO2",18
"PD (Down)","GO:0051607","defense response to virus","21/511","168/8692",0.125,2.12622309197652,3.68382912243829,0.000819597012912802,0.0229590910072915,0.0229590910072915,"TRIM5/BST2/ISG15/PLSCR1/MX1/IFI16/PML/BNIP3/SMARCA5/IFI6/PARP9/IFI44L/NLRP1/STAT1/IFITM3/C1QBP/RPSA/MAP3K14/IFIT1/TRIM22/IFIT3",21
"PD (Down)","GO:0044282","small molecule catabolic process","22/511","180/8692",0.122222222222222,2.07897368993259,3.65572424144196,0.000843468448737838,0.0234791909063753,0.0234791909063753,"ETFB/PKM/SDS/ENO1/LPIN2/ASRGL1/ALDH2/HSD17B6/PGAM1/ACOX1/ALDH6A1/NUDT3/GAPDH/CRYL1/PNKD/DCXR/ECI2/GLUL/ECHS1/ALDOA/ADH5/ACAA2",22
"PD (Down)","GO:2000379","positive regulation of reactive oxygen species metabolic process","9/511","44/8692",0.204545454545455,3.47927415050703,4.12036015562036,0.000871579176346027,0.024110058965672,0.024110058965672,"PARK7/GNAI2/SOD2/RIPK1/AGT/DCXR/GSTP1/GADD45A/CBR1",9
"PD (Down)","GO:0009988","cell-cell recognition","5/511","14/8692",0.357142857142857,6.0749231199329,4.74925830825311,0.000884248335034674,0.0241585378448362,0.0241585378448362,"CD9/LGALS3/CD81/NEDD9/ALDOA",5
"PD (Down)","GO:0034341","response to type II interferon","12/511","72/8692",0.166666666666667,2.83496412263536,3.90735005861102,0.000903999160678602,0.024396952958314,0.024396952958314,"BST2/JAK1/CD47/CALM1/PSMB1/GAPDH/PARP9/STAT1/CD74/IFITM3/PSMA7/PARP14",12
"PD (Down)","GO:0002252","immune effector process","29/511","267/8692",0.108614232209738,1.84750470913315,3.51523954011189,0.000969179128394357,0.0258408844715266,0.0258408844715266,"CD59/C3/CLU/HLA-E/BST2/JAK1/CEBPB/B2M/SERPING1/C1RL/LAMP1/HLA-A/HLA-C/LGALS1/PSMB1/C1S/LGALS3/JUNB/PLEC/CD74/SOCS3/CD81/C1QBP/C1R/RPS19/PSMA7/TUBB4B/TUBB/TMBIM6",29
"PD (Down)","GO:0010038","response to metal ion","22/511","182/8692",0.120879120879121,2.05612782520806,3.59856645738694,0.000978553333691323,0.0259345931432203,0.0259345931432203,"PARK7/PLSCR1/HPCA/B2M/MT-CO1/PARP1/ITPKC/CALM1/UROS/CLIC4/BNIP3/SOD2/AQP1/CALM3/MT-CYB/PRNP/TUBA1A/BSG/CALR/ANXA7/JUND/TXNIP",22
"PD (Down)","GO:0051247","positive regulation of protein metabolic process","44/511","464/8692",0.0948275862068965,1.61299682839598,3.39165918352258,0.00102819605740523,0.0262166657808995,0.0262166657808995,"C3/PTTG1IP/ELOB/CLU/MTPN/YTHDF1/STUB1/PKM/VPS28/ENO1/YBX3/WFS1/NUPR1/RIPK1/CNBP/RPS2/CIB1/RAMP1/PARP9/DAB2IP/UBB/RHOA/FAM107A/ERBB2/CD81/AURKAIP1/C1QBP/FGF2/VEGFB/RACK1/HES1/DDX3X/NEDD9/COPS8/EEF2/VSIR/NDFIP1/CFL1/APOE/VPS35/CIRBP/PARP14/PINK1/TIPARP",44
"PD (Down)","GO:0060326","cell chemotaxis","19/511","148/8692",0.128378378378378,2.18368858094885,3.62977599811262,0.001036583034717,0.0262166657808995,0.0262166657808995,"C3/SBDS/HMGB2/ACKR3/PTN/LGALS3/CXCL14/TMSB4X/PPIB/PLEC/CD74/BSG/CALR/C1QBP/FGF2/VEGFB/RPS19/GSTP1/NEDD9",19
"PD (Down)","GO:0006612","protein targeting to membrane","12/511","74/8692",0.162162162162162,2.75834347067224,3.79628192161881,0.00116029049279489,0.028689640900057,0.028689640900057,"ZDHHC2/HPCA/SEC62/SDCBP/STOM/CIB1/PRNP/SSR1/ERBB2/ZDHHC3/SRP14/SSR3",12
"PD (Down)","GO:1900271","regulation of long-term synaptic potentiation","7/511","29/8692",0.241379310344828,4.10581010864431,4.18679666531732,0.00116947756300823,0.0287561538548579,0.0287561538548579,"ZDHHC2/YTHDF1/NRGN/PTN/PRNP/FAM107A/APOE",7
"PD (Down)","GO:0006941","striated muscle contraction","17/511","127/8692",0.133858267716535,2.27690031896698,3.62274112324604,0.00117717102598444,0.0287854086243488,0.0287854086243488,"SRI/RPL7A/RPL41/CALM1/GJA1/RPL13/RPL28/CALM3/RPL15/C12orf57/RPL18/UBA52/EEF2/ALDOA/RPL29/RPL19/RPL8",17
"PD (Down)","GO:0040013","negative regulation of locomotion","22/511","185/8692",0.118918918918919,2.02278521182631,3.51418173001765,0.00121604089566066,0.0291821358592946,0.0291821358592946,"BST2/IDH2/ATP1B2/CD63/GJA1/CLIC4/RHOB/ADGRG1/STK24/DAB2IP/RHOA/CD74/DPYSL3/CALR/FGF2/DAG1/GSTP1/NEDD9/GADD45A/CFL1/APOE/SLIT1",22
"PD (Down)","GO:0019725","cellular homeostasis","40/511","414/8692",0.0966183574879227,1.64345746239731,3.35273655912565,0.00121625830446267,0.0291821358592946,0.0291821358592946,"PHPT1/SRI/ATP1B2/B2M/PDZD8/LAMP1/LRRC8A/FIS1/SELENOS/ITPR1/WFS1/PML/YWHAE/NUCKS1/ORMDL1/BNIP3/FTL/SOD2/AQP1/MAP1A/ARF1/ATP6V0B/SLC39A14/TMCO1/SELENOT/PRNP/SLC26A3/PRDX1/ATP6V0E2/FTH1/ATP6AP2/CALR/GLUL/RACK1/GSTP1/TSC22D4/ALDOA/NDFIP1/TMEM9/PINK1",40
"PD (Down)","GO:0061621","canonical glycolysis","5/511","15/8692",0.333333333333333,5.66992824527071,4.52390177818866,0.00126281486554152,0.029572585158131,0.029572585158131,"PKM/ENO1/PGAM1/GAPDH/ALDOA",5
"PD (Down)","GO:0061718","glucose catabolic process to pyruvate","5/511","15/8692",0.333333333333333,5.66992824527071,4.52390177818866,0.00126281486554152,0.029572585158131,0.029572585158131,"PKM/ENO1/PGAM1/GAPDH/ALDOA",5
"PD (Down)","GO:0045058","T cell selection","8/511","38/8692",0.210526315789474,3.58100731280255,3.98487512738365,0.001377429864746,0.031588106639201,0.031588106639201,"JAK1/LGALS1/PSMB1/RHOA/CD74/SOCS3/CTSL/PSMA7",8
"PD (Down)","GO:0060429","epithelium development","38/511","391/8692",0.0971867007672634,1.65312485923494,3.30264211478498,0.00144142898040885,0.032885384882936,0.032885384882936,"ASAH1/SDC4/BTG1/ID2/CNN3/CEBPB/CD63/GJA1/ZFP36/CLIC4/LGALS3/AQP1/RHOB/ACTB/STAT1/RHOC/RHOA/MARCKS/AGT/PLEC/BSG/ZFP36L1/FGFR2/GSTM3/DDR1/FSTL1/ATP6AP2/FGF2/HES1/PSAP/DAG1/ACTG1/ANXA7/TUBB/CTSB/TXNIP/SOX9/CBR1",38
"PD (Down)","GO:1903706","regulation of hemopoiesis","24/511","213/8692",0.112676056338028,1.9165954631901,3.38483354291216,0.00157930977224649,0.0354823606698627,0.0354823606698627,"ISG15/ID2/XRCC6/CEBPB/HMGB2/ZFP36/LGALS1/PSMB1/PTN/RIPK1/TSC22D1/TMEM176B/CIB1/ACTB/JUNB/ZFP36L2/STAT1/RHOA/CD74/ZFP36L1/GLUL/NEDD9/PSMA7/VSIR",24
"PD (Down)","GO:0008637","apoptotic mitochondrial changes","10/511","57/8692",0.175438596491228,2.9841727606688,3.75601976362183,0.00159616275867179,0.0356798806559663,0.0356798806559663,"GHITM/CLU/FIS1/BNIP3/SOD2/IFI6/SLC25A5/VPS35/ACAA2/PINK1",10
"PD (Down)","GO:0006081","aldehyde metabolic process","8/511","39/8692",0.205128205128205,3.48918661247428,3.8935749301335,0.00164547840415039,0.0365974242048725,0.0365974242048725,"PARK7/IDH2/TALDO1/ALDH9A1/ALDH2/DKK3/PNKD/ADH5",8
"PD (Down)","GO:0044283","small molecule biosynthetic process","31/511","302/8692",0.102649006622517,1.74603750599396,3.29780734791864,0.00165728365536526,0.0366433460362065,0.0366433460362065,"ASAH1/HSD17B12/PARK7/PNPLA8/SDS/ITPKC/UROS/ANGPTL4/ENO1/SELENOS/PGAM1/ACOX1/ADCYAP1R1/MGLL/CYB5R3/SLC39A14/FADS2/GPX4/DKK3/MGST3/CD74/HACD3/ADI1/FABP5/GLUL/GSTP1/FADS1/APOE/ARPP19/ACAA2/CBR1",31
"PD (Down)","GO:0033993","response to lipid","42/511","449/8692",0.0935412026726058,1.59111572139,3.21436476886029,0.0017353665200373,0.0367070363237922,0.0367070363237922,"TRIM5/PARK7/CEBPB/B2M/HMGB2/PARP1/FIS1/SELENOS/AKAP12/WBP2/ZFP36/MTDH/ADCYAP1R1/MT-ND3/SOD2/AQP1/PLSCR4/KRAS/CALM3/RAN/JUNB/DAB2IP/ZFP36L2/GPX4/GPR155/RHOA/ZFP36L1/FAM107A/FGFR2/IGFBP7/CALR/CD38/HES1/BTG2/DAG1/GSTP1/EEF2/ANXA7/JUND/VIM/TXNIP/SOX9",42
"PD (Down)","GO:0090314","positive regulation of protein targeting to membrane","5/511","16/8692",0.3125,5.31555772994129,4.31796660278613,0.00174893812569188,0.0367070363237922,0.0367070363237922,"HPCA/STOM/CIB1/PRNP/ERBB2",5
"PD (Down)","GO:0097062","dendritic spine maintenance","5/511","16/8692",0.3125,5.31555772994129,4.31796660278613,0.00174893812569188,0.0367070363237922,0.0367070363237922,"PRNP/NEDD9/CFL1/APOE/VPS35",5
"PD (Down)","GO:0002831","regulation of response to biotic stimulus","32/511","316/8692",0.10126582278481,1.72250984666452,3.26972408147416,0.00174992875380031,0.0367070363237922,0.0367070363237922,"TRIM5/C3/HLA-E/ISG15/PLSCR1/XRCC6/B2M/SERPING1/IFI16/HMGB2/PARP1/LAMP1/SYT11/MFHAS1/HLA-A/HLA-C/PML/YWHAE/NOD1/PARP9/DAB2IP/NLRP1/STAT1/FBXO2/NFKBIA/C1QBP/RPS19/DDX3X/ZDHHC3/TRIM22/APOE/PARP14",32
"PD (Down)","GO:1904951","positive regulation of establishment of protein localization","20/511","167/8692",0.119760479041916,2.03709996836073,3.38200146550876,0.00183402359416938,0.0370141450289756,0.0370141450289756,"ZDHHC2/PHPT1/HPCA/VPS28/LRRC8A/STOM/YWHAE/CIB1/RAN/PRNP/BSG/TMED10/ERBB2/CD81/CD38/RACK1/ALDOA/APOE/VPS35/B3GAT3",20
"PD (Down)","GO:2000146","negative regulation of cell motility","21/511","179/8692",0.11731843575419,1.99556133772098,3.36353034452719,0.00184665848790877,0.0370141450289756,0.0370141450289756,"BST2/IDH2/ATP1B2/CD63/GJA1/CLIC4/RHOB/ADGRG1/STK24/DAB2IP/RHOA/CD74/DPYSL3/CALR/FGF2/DAG1/GSTP1/NEDD9/GADD45A/CFL1/APOE",21
"PD (Down)","GO:0003012","muscle system process","27/511","253/8692",0.106719367588933,1.81527346982975,3.28897222425177,0.00185782982811275,0.0370141450289756,0.0370141450289756,"LMOD1/MTPN/SSPN/SRI/RPL7A/STUB1/PARP1/RPL41/CALM1/ENO1/GJA1/RPL13/RPL28/CALM3/AGT/RPL15/C12orf57/RPL18/UBA52/CD38/DAG1/EEF2/ALDOA/JUND/RPL29/RPL19/RPL8",27
"PD (Down)","GO:0002501","peptide antigen assembly with MHC protein complex","4/511","10/8692",0.4,6.80391389432485,4.589371334213,0.00186492416210157,0.0370141450289756,0.0370141450289756,"B2M/HLA-A/CALR/TAPBP",4
"PD (Down)","GO:0044829","host-mediated activation of viral genome replication","4/511","10/8692",0.4,6.80391389432485,4.589371334213,0.00186492416210157,0.0370141450289756,0.0370141450289756,"STOM/NUCKS1/EEF1A1/PPIB",4
"PD (Down)","GO:0072234","metanephric nephron tubule development","4/511","10/8692",0.4,6.80391389432485,4.589371334213,0.00186492416210157,0.0370141450289756,0.0370141450289756,"AQP1/STAT1/HES1/SOX9",4
"PD (Down)","GO:0050878","regulation of body fluid levels","19/511","156/8692",0.121794871794872,2.07170455115661,3.37561027127163,0.00194224916606263,0.0382061991510809,0.0382061991510809,"CD59/FN1/PLSCR1/CSRP1/GNAI2/SERPING1/ANGPTL4/CD9/WFS1/F3/PROS1/AQP1/ADGRG1/ACTB/ANXA5/DDR1/ACTG1/APOE/MT-CO2",19
"PD (Down)","GO:0030855","epithelial cell differentiation","25/511","231/8692",0.108225108225108,1.84088579391906,3.23723544279629,0.00223267244280929,0.0435321948540701,0.0435321948540701,"ASAH1/BTG1/ID2/CNN3/CEBPB/CD63/ZFP36/CLIC4/LGALS3/STAT1/RHOA/PLEC/ZFP36L1/FGFR2/GSTM3/FSTL1/FGF2/HES1/PSAP/ANXA7/TUBB/CTSB/TXNIP/SOX9/CBR1",25
"PD (Down)","GO:0045806","negative regulation of endocytosis","8/511","41/8692",0.195121951219512,3.31898238747554,3.71961809057644,0.00230445189495586,0.0443456699438028,0.0443456699438028,"PLSCR1/CD47/B2M/SYT11/SDCBP/LGALS3/LRPAP1/RACK1",8
"PD (Down)","GO:1900242","regulation of synaptic vesicle endocytosis","5/511","17/8692",0.294117647058824,5.00287786347416,4.12861310430823,0.00235930035643238,0.0450097559378004,0.0450097559378004,"PARK7/SYT11/CALM3/ACTB/ACTG1",5
"PD (Down)","GO:0050866","negative regulation of cell activation","14/511","102/8692",0.137254901960784,2.33467633628794,3.38861003943518,0.00245749105456391,0.0457851596076056,0.0457851596076056,"FN1/HLA-E/SDC4/ID2/CEBPB/SYT11/CD9/LGALS1/PSMB1/LGALS3/PRNP/PSMA7/VSIR/APOE",14
"PD (Down)","GO:0042176","regulation of protein catabolic process","28/511","272/8692",0.102941176470588,1.75100725221595,3.14495666667112,0.00262471245594899,0.0478064910700833,0.0478064910700833,"PSMD7/ZDHHC2/ELOB/CLU/PARK7/STUB1/GABARAPL2/VPS28/PML/TIMP3/PSMB1/NUPR1/EEF1A1/CST3/MAP1A/DAB2IP/UBB/FBXO2/CD81/RACK1/PSMA7/PSMB5/APOE/VPS35/GFAP/TMEM9/PINK1/TIPARP",28
"PD (Down)","GO:0051881","regulation of mitochondrial membrane potential","8/511","42/8692",0.19047619047619,3.23995899729755,3.63662725082176,0.00270342395696015,0.0488381813612475,0.0488381813612475,"PARK7/PARP1/BNIP3/IFI6/UBB/RACK1/PINK1/ARL6IP5",8
"PD (Down)","GO:0050673","epithelial cell proliferation","19/511","161/8692",0.118012422360248,2.00736590049957,3.22435121491696,0.00279424820529447,0.0498892797803837,0.0498892797803837,"ID2/CEBPB/B2M/HMGB2/SPARC/F3/ZFP36/NUPR1/PTN/DAB2IP/STAT1/ZFP36L1/ERBB2/FGFR2/FGF2/VEGFB/JUND/APOE/SOX9",19
"PD (Down)","GO:1900407","regulation of cellular response to oxidative stress","4/511","11/8692",0.363636363636364,6.18537626756805,4.30064771304019,0.00279542281643361,0.0498892797803837,0.0498892797803837,"PNPLA8/ADCYAP1R1/FADS2/PINK1",4
