"Cluster","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"AD (Up)","GO:0071276","cellular response to cadmium ion","9/779","12/8692",0.75,8.36842105263158,8.01379476925872,6.13136012136391e-08,0.000271373998971567,0.000271373998971567,"MT1E/SUMO1/MT1G/MT1M/MT1F/MT3/MT2A/SOD1/MT1H",9
"AD (Up)","GO:0046686","response to cadmium ion","12/779","23/8692",0.521739130434783,5.82151029748284,7.26432951914379,1.32067107744592e-07,0.000292264509438783,0.000292264509438783,"NPC1/MT1E/SUMO1/MT1G/MT1M/SLC30A1/MT1F/GCLC/MT3/MT2A/SOD1/MT1H",12
"AD (Up)","GO:0042775","mitochondrial ATP synthesis coupled electron transport","20/779","69/8692",0.289855072463768,3.23417238749047,5.84581481069677,1.47178042451409e-06,0.00162852503972484,0.00162852503972484,"COX7C/NDUFB1/COX7B/UQCRQ/NDUFB7/NDUFA6/COX6C/COX6B1/NDUFB3/NDUFC1/COX4I1/UQCRH/NDUFB2/NDUFA8/NDUFS6/NDUFA12/NDUFB4/NDUFA1/NDUFB10/UQCRB",20
"AD (Up)","GO:0097501","stress response to metal ion","8/779","13/8692",0.615384615384615,6.8663967611336,6.64111934908858,3.43965080101913e-06,0.00239118311291066,0.00239118311291066,"MT1E/MT1G/MT1M/SLC30A1/MT1F/MT3/MT2A/MT1H",8
"AD (Up)","GO:0071294","cellular response to zinc ion","8/779","14/8692",0.571428571428571,6.37593984962406,6.31599266117131,7.39562266678657e-06,0.00409162824039967,0.00409162824039967,"MT1E/MT1G/HVCN1/MT1M/MT1F/MT3/MT2A/MT1H",8
"AD (Up)","GO:0014902","myotube differentiation","20/779","78/8692",0.256410256410256,2.86099865047233,5.17993066674986,1.1590586929427e-05,0.00512999377496438,0.00512999377496438,"RPL35A/RPL23/MEF2C/ADAM12/DOCK5/RPL37A/RPL11/CAPN2/RPL32/RPL24/SORT1/NACA/RIPOR2/RPL30/RPL23A/COL6A1/RPL38/RPLP1/RPL10/RPLP2",20
"AD (Up)","GO:0007520","myoblast fusion","16/779","55/8692",0.290909090909091,3.24593301435407,5.2423945690576,1.56527091936737e-05,0.00585920243838058,0.00585920243838058,"RPL35A/RPL23/ADAM12/DOCK5/RPL37A/RPL11/CAPN2/RPL32/RPL24/RIPOR2/RPL30/RPL23A/RPL38/RPLP1/RPL10/RPLP2",16
"AD (Up)","GO:0006457","protein folding","29/779","141/8692",0.205673758865248,2.29488615154909,4.8636880292604,1.58857725396672e-05,0.00585920243838058,0.00585920243838058,"HSPA8/PPID/DNAJB6/PDIA6/PFDN2/HSPA1B/HSP90B1/TTC1/PFDN5/HSPB1/HSPA1A/NKTR/CRYAB/CCT5/HSPA5/FKBP5/RIC3/PPIB/PTGES3/CWC27/AHSA1/HSPH1/ERO1B/CHORDC1/CMC1/CCT3/HSP90AA1/DNAJA1/FKBP4",29
"AD (Up)","GO:0061687","detoxification of inorganic compound","8/779","16/8692",0.5,5.57894736842105,5.7517353138064,2.69204592669882e-05,0.00916538097812998,0.00916538097812998,"MT1E/MT1G/MT1M/SLC30A1/MT1F/MT3/MT2A/MT1H",8
"AD (Up)","GO:1902600","proton transmembrane transport","24/779","111/8692",0.216216216216216,2.41251778093883,4.69915188924648,3.60887890883898e-05,0.0106485987003476,0.0106485987003476,"NDUFB1/COX7B/ATP6V0E1/HVCN1/NDUFB7/SLC7A11/NDUFA6/SLC15A2/COX6B1/SPHK2/SLC17A5/NDUFB3/SLC25A18/NDUFC1/COX4I1/UQCRH/NDUFB2/NDUFA8/SLC25A27/NDUFS6/NDUFA12/NDUFB4/NDUFA1/NDUFB10",24
"AD (Up)","GO:0140253","cell-cell fusion","16/779","62/8692",0.258064516129032,2.87945670628183,4.65967679245711,7.91327870735168e-05,0.0184337745045992,0.0184337745045992,"RPL35A/RPL23/ADAM12/DOCK5/RPL37A/RPL11/CAPN2/RPL32/RPL24/RIPOR2/RPL30/RPL23A/RPL38/RPLP1/RPL10/RPLP2",16
"AD (Up)","GO:0071280","cellular response to copper ion","7/779","14/8692",0.5,5.57894736842105,5.37963570720745,8.84315541243596e-05,0.0195699029277208,0.0195699029277208,"MT1E/MT1G/MT1M/MT1F/MT3/MT2A/MT1H",7
"AD (Up)","GO:0010043","response to zinc ion","9/779","24/8692",0.375,4.18421052631579,4.90095781305138,0.000135293070733524,0.024950297127774,0.024950297127774,"MT1E/MT1G/HVCN1/MT1M/SLC30A1/MT1F/MT3/MT2A/MT1H",9
"AD (Up)","GO:0006936","muscle contraction","34/779","199/8692",0.170854271356784,1.90637397513885,4.05822782414552,0.000167883885123674,0.0297221630222952,0.0297221630222952,"RPL35A/RPL23/PPP1R12B/SUMO1/SLMAP/DOCK5/MYL6B/MYL6/CKMT2/DLG1/RPL37A/RPL11/RPL32/CALD1/SMTN/RPL24/RYR3/KCNE4/CRYAB/CACNA2D3/RPL30/RPL23A/TRDN/SYNM/NEDD4L/PIK3C2A/ADRA1A/RPL38/SOD1/RPLP1/TPM1/RPL10/RPLP2/HSP90AA1",34
"AD (Up)","GO:0042776","proton motive force-driven mitochondrial ATP synthesis","12/779","42/8692",0.285714285714286,3.18796992481203,4.45954920797245,0.00021805215119458,0.0358446759417996,0.0358446759417996,"NDUFB1/NDUFB7/NDUFA6/NDUFB3/NDUFC1/NDUFB2/NDUFA8/NDUFS6/NDUFA12/NDUFB4/NDUFA1/NDUFB10",12
"AD (Up)","GO:0031647","regulation of protein stability","40/779","251/8692",0.159362549800797,1.77815055567205,3.92497200484714,0.000218663861371123,0.0358446759417996,0.0358446759417996,"HSPA8/AAK1/RPL23/SIAH1/SUMO1/C10orf90/PFDN2/TOMM7/RUVBL1/HSPA1B/ATP1B3/SERF2/SUGT1/PFDN5/HSPB1/HSPA1A/ZSWIM7/HDAC3/EGLN3/CRYAB/CREBBP/CCT5/NAA16/PPIB/PTGES3/PEX6/SPAG1/AHSA1/NEDD4L/PLPP3/HIP1R/SREBF1/ATM/PPARGC1A/CUL3/MT3/CCT3/HSP90AA1/KAT2A/PTEN",40
"AD (Up)","GO:0009408","response to heat","15/779","61/8692",0.245901639344262,2.74374460742019,4.28795538197,0.000235615554424431,0.0372080584384022,0.0372080584384021,"DNAJB6/SUMO1/HSPA1B/HIKESHI/HSPB1/HSPA1A/HSBP1L1/CRYAB/CREBBP/CHORDC1/ATM/GCLC/SOD1/HSP90AA1/DNAJA1",15
"AD (Up)","GO:0006656","phosphatidylcholine biosynthetic process","7/779","16/8692",0.4375,4.88157894736842,4.8757526367037,0.000251115403522018,0.0372080584384022,0.0372080584384021,"ABHD3/CAPN2/SLC44A1/CHPT1/CDS1/CHKA/ACSL3",7
"AD (Up)","GO:0006882","intracellular zinc ion homeostasis","8/779","21/8692",0.380952380952381,4.25062656641604,4.67923821893773,0.000283446444228332,0.0392041863173311,0.0392041863173311,"MT1E/MT1G/MT1M/SLC30A1/MT1F/MT3/MT2A/MT1H",8
"AD (Down)","GO:0006959","humoral immune response","14/283","58/8692",0.241379310344828,7.41367125624467,8.99022553244042,3.05855006404592e-09,1.35371425834673e-05,1.35371425834673e-05,"HLA-E/SERPING1/CXCL14/GAPDH/HMGN2/C1S/C1R/LGALS3/CD81/RPS19/C1RL/B2M/C3/HLA-A",14
"AD (Down)","GO:2001234","negative regulation of apoptotic signaling pathway","18/283","114/8692",0.157894736842105,4.84954435558862,7.58970069025417,2.36061638570427e-08,3.48269604104237e-05,3.48269604104237e-05,"CD44/NRP1/TMBIM6/ITGA6/FGF2/IFI6/PEA15/LGALS3/MCL1/SOD2/GNAI2/CD74/YBX3/PTTG1IP/ENO1/TMBIM1/GRINA/GSTP1",18
"AD (Down)","GO:0034097","response to cytokine","37/283","444/8692",0.0833333333333333,2.55948174322733,6.18804367485022,1.06061715616567e-07,9.99420953173688e-05,9.99420953173688e-05,"CD44/DAB2IP/PARP14/IFIT3/TUBA1A/STAT1/TNFRSF1A/MX1/CHI3L1/PLSCR1/GAPDH/ZFP36/EZR/PARP9/SIRPA/ISG15/TIMP3/AKAP12/CD47/F3/OSMR/MCL1/FAS/PML/CD74/IFITM3/ZFP36L2/YBX3/SOX9/BST2/SOCS3/DPYSL3/CD38/IFIT1/GSTP1/IFI16/IL33",37
"AD (Down)","GO:1901652","response to peptide","37/283","449/8692",0.0824053452115813,2.53097971936065,6.11090981973127,1.41273164660162e-07,9.99420953173688e-05,9.99420953173688e-05,"CD44/DAB2IP/PARP14/IFIT3/TUBA1A/STAT1/TNFRSF1A/MX1/CHI3L1/PLSCR1/GAPDH/ZFP36/EZR/PARP9/SIRPA/ISG15/TIMP3/AKAP12/CD47/F3/OSMR/MCL1/FAS/PML/CD74/IFITM3/ZFP36L2/YBX3/SOX9/BST2/SOCS3/DPYSL3/CD38/IFIT1/GSTP1/IFI16/IL33",37
"AD (Down)","GO:0009611","response to wounding","27/283","267/8692",0.101123595505618,3.10588795807361,6.41153258203498,1.42681075068926e-07,9.99420953173688e-05,9.99420953173688e-05,"CD44/NRP1/SERPINE2/SYT11/PLEC/SERPING1/FGF2/PLSCR1/DDR1/ZFP36/ACTB/PROS1/RHOC/RASA3/F3/SMAD3/ANGPTL4/ADGRG1/ACTG1/ZFP36L2/ARHGAP24/MYH9/PTN/ERBB2/DPYSL3/ITGB4/IL33",27
"AD (Down)","GO:0070371","ERK1 and ERK2 cascade","19/283","149/8692",0.12751677852349,3.91652239903242,6.58732610509163,3.21037611514046e-07,0.000157879163173463,0.000157879163173463,"CD44/NRP1/DAB2IP/NDRG4/FGF2/CHI3L1/EZR/SIRPA/AKAP12/MFHAS1/NAMPT/GNAI2/CD74/ZFP36L2/FGFR2/SOX9/ERBB2/FGFR3/GSTP1",19
"AD (Down)","GO:0019730","antimicrobial humoral response","8/283","24/8692",0.333333333333333,10.2379269729093,8.31336044554585,5.34496683937043e-07,0.000236568232310535,0.000236568232310535,"HLA-E/CXCL14/GAPDH/HMGN2/LGALS3/RPS19/B2M/HLA-A",8
"AD (Down)","GO:0070482","response to oxygen levels","21/283","191/8692",0.109947643979058,3.37690784970307,6.09326318502008,9.46662189143489e-07,0.000380902440831735,0.000380902440831735,"MT-ND1/MT-CO2/CHCHD2/TMBIM6/MT-ND2/MT-CYB/MT-ND4/SMAD3/AQP1/ANGPTL4/SOD2/FAS/PML/NDRG1/MT-ATP6/FGFR2/EPAS1/CD38/MT-ND5/ENO1/MT-CO1",21
"AD (Down)","GO:0042063","gliogenesis","18/283","146/8692",0.123287671232877,3.78663052422673,6.22917153141465,1.09444862575569e-06,0.000403669134799558,0.000403669134799558,"SERPINE2/GFAP/DAB2IP/PLEC/TUBA1A/TNFRSF1A/LGI4/GPC1/ADGRG1/METRN/ATP1B2/NDRG1/SOX9/PTN/ERBB2/EEF2/GSTP1/IL33",18
"AD (Down)","GO:0009617","response to bacterium","23/283","234/8692",0.0982905982905983,3.01887590226813,5.74301074744364,2.05516464976758e-06,0.000606410582658089,0.000606410582658089,"HLA-E/DAB2IP/SYT11/TRIM5/TNFRSF1A/ZFP36/CASP7/VIM/SIRPA/ISG15/AKAP12/COLEC12/HMGB2/SMAD3/AQP1/RPS19/SOD2/B2M/FGFR2/NOD1/HLA-A/GSTP1/IL33",23
"AD (Down)","GO:0048525","negative regulation of viral process","9/283","40/8692",0.225,6.91060070671378,6.87320469596887,4.075416887915e-06,0.00100209973032843,0.00100209973032843,"STAT1/MX1/PLSCR1/ZFP36/ISG15/IFITM3/BST2/IFIT1/IFI16",9
"AD (Down)","GO:0001525","angiogenesis","25/283","281/8692",0.0889679715302491,2.73254278636369,5.41588243773661,4.50885597825846e-06,0.00105032613472484,0.00105032613472484,"NRP1/GLUL/DAB2IP/STAT1/FGF2/CHI3L1/BSG/CD47/PKM/F3/AQP1/GADD45A/ANGPTL4/ADGRG1/NCL/GNAI2/ACTG1/PML/ARHGAP24/C3/MYH9/FGFR2/IGFBP7/ERBB2/EPAS1",25
"AD (Down)","GO:0043066","negative regulation of apoptotic process","32/283","419/8692",0.0763723150357995,2.34568255226562,5.17933541939161,5.46163228696265e-06,0.00120865922510483,0.00120865922510483,"CD44/NRP1/ARHGDIA/TMBIM6/IFIT3/ITGA6/FGF2/IFI6/PEA15/LGALS3/SMAD3/AQP1/ANGPTL4/MCL1/SOD2/GNAI2/FAS/RETREG1/CD74/YBX3/PTTG1IP/FGFR2/SOX9/ERBB2/SOCS3/FSTL1/CD38/ENO1/TMBIM1/GRINA/PRNP/GSTP1",32
"AD (Down)","GO:0022904","respiratory electron transport chain","12/283","79/8692",0.151898734177215,4.66538444335108,6.00360030238228,8.19481725480423e-06,0.00164864823498925,0.00164864823498925,"MT-ND1/MT-CO2/CHCHD2/MT-ND2/PLEC/MT-ND3/MT-CYB/MT-ND4/MT-CO3/MT-ND4L/MT-ND5/MT-CO1",12
"AD (Down)","GO:0071345","cellular response to cytokine stimulus","30/283","393/8692",0.0763358778625954,2.34456342891053,5.00403805730456,1.10597487154196e-05,0.00212337330292789,0.00212337330292789,"CD44/DAB2IP/PARP14/IFIT3/STAT1/TNFRSF1A/MX1/CHI3L1/GAPDH/ZFP36/EZR/PARP9/SIRPA/ISG15/AKAP12/CD47/F3/OSMR/FAS/CD74/IFITM3/ZFP36L2/YBX3/SOX9/SOCS3/DPYSL3/IFIT1/GSTP1/IFI16/IL33",30
"AD (Down)","GO:0031347","regulation of defense response","32/283","438/8692",0.0730593607305936,2.24392919954177,4.90068063857442,1.36461054854207e-05,0.00212337330292789,0.00212337330292789,"HLA-E/LAMP1/DAB2IP/PARP14/SYT11/AGT/STAT1/TRIM5/TNFRSF1A/SERPING1/PLSCR1/PARP9/SIRPA/ISG15/HLA-C/CD47/HMGB2/MFHAS1/CD81/SMAD3/OSMR/RPS19/B2M/PML/C3/ALPK1/TRIM22/NOD1/HLA-A/GSTP1/IFI16/IL33",32
"AD (Down)","GO:0060429","epithelium development","29/283","391/8692",0.0741687979539642,2.27800421136345,4.74363618435221,2.68510107370868e-05,0.00335626991264957,0.00335626991264957,"CD44/NRP1/TXNIP/AGT/TUBB/PLEC/STAT1/TNFRSF1A/NDRG4/CBR1/FGF2/DDR1/GSTM3/CLIC4/ZFP36/EZR/ACTB/BSG/RHOC/LGALS3/SMAD3/AQP1/CNN3/ACTG1/ARHGAP24/FGFR2/SOX9/FSTL1/PSAP",29
"AD (Down)","GO:0051607","defense response to virus","17/283","168/8692",0.101190476190476,3.10794211677604,5.06113029434648,3.14558490318584e-05,0.00366377862671066,0.00366377862671066,"IFIT3/STAT1/TRIM5/MX1/PLSCR1/IFI6/PARP9/ISG15/PML/IFITM3/IFI44L/BST2/TRIM22/RPSA/MAP3K14/IFIT1/IFI16",17
"AD (Down)","GO:0002831","regulation of response to biotic stimulus","25/283","316/8692",0.0791139240506329,2.42988773091202,4.74988465208536,3.43213128839207e-05,0.00387171874436784,0.00387171874436784,"HLA-E/LAMP1/DAB2IP/PARP14/SYT11/STAT1/TRIM5/SERPING1/PLSCR1/PARP9/SIRPA/ISG15/HLA-C/HMGB2/MFHAS1/SMAD3/RPS19/B2M/PML/C3/ALPK1/TRIM22/NOD1/HLA-A/IFI16",25
"AD (Down)","GO:0051129","negative regulation of cellular component organization","32/283","469/8692",0.0682302771855011,2.09560978549956,4.47489753323578,5.29656452352261e-05,0.00549508535671772,0.00549508535671772,"SYT11/FEZ2/LMOD1/TNFRSF1A/RPL7A/PMP22/CST3/PLSCR1/RPL28/GAPDH/IFI6/SIRPA/TIMP3/LIMK2/CD47/RPL15/LGALS3/RPL13/ANGPTL4/MTPN/B2M/PML/APC2/ARHGAP24/SOX9/FAM107A/RPL18/DPYSL3/TERF2IP/CD38/PRNP/IFI16",32
"AD (Down)","GO:0071385","cellular response to glucocorticoid stimulus","6/283","22/8692",0.272727272727273,8.37648570510761,6.3548779391087,5.42679869759749e-05,0.00549508535671772,0.00549508535671772,"MT-ND3/ZFP36/AQP1/ZFP36L2/FAM107A/GSTP1",6
"AD (Down)","GO:0045471","response to ethanol","10/283","68/8692",0.147058823529412,4.51673248804822,5.34066494201663,6.24433934895124e-05,0.00614165465743515,0.00614165465743515,"MT-CO2/GFAP/FGF2/MT-CYB/MT-ND4/SOD2/ADCYAP1R1/FGFR2/EEF2/GSTP1",10
"AD (Down)","GO:0006692","prostanoid metabolic process","6/283","23/8692",0.260869565217391,8.01229067445076,6.17725092717803,7.14308498734378e-05,0.00687289003347469,0.00687289003347469,"FABP5/TNFRSF1A/CBR1/PNPLA8/CD74/GSTP1",6
"AD (Down)","GO:2000379","positive regulation of reactive oxygen species metabolic process","8/283","44/8692",0.181818181818182,5.58432380340508,5.59241896358518,7.30699579029978e-05,0.00688101348252486,0.00688101348252486,"AGT/CBR1/SIRPA/GADD45A/SOD2/GNAI2/FAS/GSTP1",8
"AD (Down)","GO:0040007","growth","27/283","373/8692",0.0723860589812333,2.22324955711971,4.42985833034128,7.82359174648279e-05,0.00704208605658235,0.00704208605658236,"NRP1/CPNE8/AGT/PLEC/NDRG4/CCDC85B/FGF2/EZR/BSG/VIM/CD81/SMAD3/MTPN/TSC22D4/PML/FGFR2/SOX9/PTN/BST2/IGFBP7/FAM107A/ERBB2/CD38/PSAP/ENO1/FGFR3/PPP2R1A",27
"AD (Down)","GO:0006026","aminoglycan catabolic process","5/283","15/8692",0.333333333333333,10.2379269729093,6.56887914970282,8.10854613985821e-05,0.00704208605658235,0.00704208605658236,"CD44/IDS/FGF2/CHI3L2/CHI3L1",5
"AD (Down)","GO:0019883","antigen processing and presentation of endogenous antigen","5/283","15/8692",0.333333333333333,10.2379269729093,6.56887914970282,8.10854613985821e-05,0.00704208605658235,0.00704208605658236,"HLA-E/HLA-C/B2M/CD74/HLA-A",5
"AD (Down)","GO:0002455","humoral immune response mediated by circulating immunoglobulin","5/283","16/8692",0.3125,9.59805653710247,6.31475394164813,0.000114819377423078,0.00933592871466575,0.00933592871466575,"C1S/C1R/CD81/C1RL/C3",5
"AD (Down)","GO:0001817","regulation of cytokine production","28/283","405/8692",0.0691358024691358,2.12342189067749,4.24744379621406,0.000127306598520451,0.00988210961679729,0.00988210961679729,"HLA-E/SYT11/AGT/STAT1/CHI3L1/GAPDH/ZFP36/BSG/SIRPA/ISG15/PLAGL1/AKAP12/CD47/HMGB2/CD81/F3/SMAD3/B2M/PML/CD74/C3/BST2/NOD1/HLA-A/PRNP/GSTP1/IFI16/IL33",28
"AD (Down)","GO:0007422","peripheral nervous system development","7/283","36/8692",0.194444444444444,5.97212406753043,5.48391228790621,0.000133513253176378,0.00988210961679729,0.00988210961679729,"PLEC/PMP22/LGI4/GPC1/GSTM3/NDRG1/ERBB2",7
"AD (Down)","GO:0001816","cytokine production","28/283","410/8692",0.0682926829268293,2.09752650176678,4.17633422872411,0.000156776690286554,0.0109881026268014,0.0109881026268014,"HLA-E/SYT11/AGT/STAT1/CHI3L1/GAPDH/ZFP36/BSG/SIRPA/ISG15/PLAGL1/AKAP12/CD47/HMGB2/CD81/F3/SMAD3/B2M/PML/CD74/C3/BST2/NOD1/HLA-A/PRNP/GSTP1/IFI16/IL33",28
"AD (Down)","GO:0002252","immune effector process","21/283","267/8692",0.0786516853932584,2.41569063405725,4.31017547326825,0.000160288173969597,0.0109881026268014,0.0109881026268014,"HLA-E/LAMP1/TMBIM6/TUBB/PLEC/SERPING1/C1S/HLA-C/C1R/LGALS3/CD81/RPS19/C1RL/B2M/CD74/C3/TUBB4B/BST2/SOCS3/HLA-A/IL33",21
"AD (Down)","GO:0006754","ATP biosynthetic process","9/283","62/8692",0.145161290322581,4.4584520688476,5.01335114460609,0.000161370689277472,0.0109881026268014,0.0109881026268014,"MT-ND1/MT-ND2/MT-ND3/MT-ND4/MT-ATP6/MT-ND4L/MT-ND5/ENO1/ALDOA",9
"AD (Down)","GO:0050878","regulation of body fluid levels","15/283","156/8692",0.0961538461538462,2.9532481652623,4.51594285281638,0.000163882041512574,0.0109900290262826,0.0109900290262826,"SERPINE2/MT-CO2/SERPING1/PLSCR1/DDR1/ACTB/PROS1/RASA3/F3/AQP1/ANGPTL4/ADGRG1/GNAI2/ACTG1/MYH9",15
"AD (Down)","GO:0006954","inflammatory response","27/283","391/8692",0.0690537084398977,2.12090047264873,4.16050588396838,0.000172003032933598,0.0113624690114045,0.0113624690114045,"CD44/HLA-E/DAB2IP/TXNIP/SYT11/AGT/TNFRSF1A/CHI3L1/PLSCR1/ZFP36/CASP7/SIRPA/CD47/HMGB2/MFHAS1/CD81/F3/SMAD3/OSMR/RPS19/NAMPT/C3/PTN/NOD1/GSTP1/IFI16/IL33",27
"AD (Down)","GO:0050778","positive regulation of immune response","27/283","400/8692",0.0675,2.07318021201413,4.03114965712868,0.000249128033465659,0.0151330455659675,0.0151330455659675,"HLA-E/LAMP1/DAB2IP/TRIM5/SERPING1/PLSCR1/EZR/PARP9/C1S/HLA-C/CD47/HMGB2/C1R/LGALS3/MFHAS1/CD81/RPS19/C1RL/B2M/CD74/C3/ALPK1/NOD1/CD38/HLA-A/PRNP/IFI16",27
"AD (Down)","GO:1902600","proton transmembrane transport","12/283","111/8692",0.108108108108108,3.32040874797059,4.51349482640391,0.000249596097224498,0.0151330455659675,0.0151330455659675,"MT-ND1/MT-CO2/MT-ND2/MT-ND3/MT-CYB/MT-ND4/MT-ATP6/MT-CO3/ATP6V0E2/MT-ND4L/MT-ND5/MT-CO1",12
"AD (Down)","GO:0032103","positive regulation of response to external stimulus","25/283","359/8692",0.0696378830083565,2.13884268236267,4.04265039410168,0.000264659856594508,0.0158295206119905,0.0158295206119905,"NRP1/HLA-E/LAMP1/DAB2IP/AGT/TRIM5/TNFRSF1A/FGF2/PLSCR1/PARP9/HLA-C/CD47/HMGB2/MFHAS1/CD81/F3/SMAD3/OSMR/RPS19/CD74/PTN/ALPK1/NOD1/IFI16/IL33",25
"AD (Down)","GO:0010038","response to metal ion","16/283","182/8692",0.0879120879120879,2.70011260823982,4.25211027028211,0.000282466078614182,0.0161669903190445,0.0161669903190445,"CPNE8/TXNIP/TUBA1A/HPCA/MT-CYB/PLSCR1/CLIC4/BSG/AQP1/AHCYL1/SOD2/B2M/NDRG1/ITPKC/PRNP/MT-CO1",16
"AD (Down)","GO:0071260","cellular response to mechanical stimulus","8/283","53/8692",0.150943396226415,4.63604240282686,4.87069632739473,0.00028348663825966,0.0161669903190445,0.0161669903190445,"PLEC/TNFRSF1A/FGF2/AQP1/GADD45A/FAS/SOX9/MAP3K14",8
"AD (Down)","GO:0032102","negative regulation of response to external stimulus","17/283","201/8692",0.0845771144278607,2.5976829632755,4.20402344094844,0.000290493155317398,0.0162749709548709,0.0162749709548709,"SERPINE2/HLA-E/PARP14/SYT11/TNFRSF1A/SERPING1/FGF2/PROS1/SIRPA/ISG15/MFHAS1/SMAD3/RPS19/HLA-A/GSTP1/IFI16/IL33",17
"AD (Down)","GO:0002698","negative regulation of immune effector process","8/283","54/8692",0.148148148148148,4.55018976573747,4.80062479871397,0.000323548709992386,0.017210431842715,0.017210431842715,"HLA-E/TMBIM6/SERPING1/LGALS3/RPS19/BST2/HLA-A/IL33",8
"AD (Down)","GO:0071496","cellular response to external stimulus","8/283","54/8692",0.148148148148148,4.55018976573747,4.80062479871397,0.000323548709992386,0.017210431842715,0.017210431842715,"PLEC/TNFRSF1A/FGF2/AQP1/GADD45A/FAS/SOX9/MAP3K14",8
"AD (Down)","GO:0051402","neuron apoptotic process","13/283","132/8692",0.0984848484848485,3.02484206017775,4.30028414776553,0.000352150478816095,0.0181234653400004,0.0181234653400004,"NRP1/TUBA1A/FGF2/GAPDH/CASP7/MCL1/SOD2/FAS/RETREG1/PRODH/TMBIM1/GRINA/PRNP",13
"AD (Down)","GO:0031638","zymogen activation","5/283","20/8692",0.25,7.67844522968198,5.48512650609709,0.000366136983380685,0.0181689877698015,0.0181689877698015,"SERPINE2/C1S/C1R/C1RL/ENO1",5
"AD (Down)","GO:0018212","peptidyl-tyrosine modification","9/283","69/8692",0.130434782608696,4.00614533722538,4.59897704918142,0.000369455241591084,0.0181689877698015,0.0181689877698015,"PARP14/DDR1/PARP9/FGFR2/TPST1/ZFYVE28/ERBB2/EFEMP1/FGFR3",9
"AD (Down)","GO:0048872","homeostasis of number of cells","13/283","133/8692",0.0977443609022556,3.00209888679295,4.26830797518165,0.000379143528939893,0.018440541308659,0.018440541308659,"GLUL/TUBA1A/STAT1/ZFP36/ISG15/HMGB2/MFHAS1/RPS19/FAS/CD74/SOX9/EPAS1/PPP2R1A",13
"AD (Down)","GO:0022603","regulation of anatomical structure morphogenesis","28/283","437/8692",0.0640732265446224,1.96793104284756,3.80875041593857,0.000447937535591419,0.0199508185159908,0.0199508185159908,"CD44/NRP1/GLUL/CPNE8/DAB2IP/AGT/STAT1/FGF2/CST3/CHI3L1/EZR/VIM/PKM/F3/SMAD3/AQP1/GADD45A/ANGPTL4/METRN/PML/C3/MYH9/FGFR2/SOX9/ERBB2/TMBIM1/ALDOA/KIF1A",28
"AD (Down)","GO:0006935","chemotaxis","18/283","228/8692",0.0789473684210526,2.42477217779431,3.99927196282014,0.000450076697096138,0.0199508185159908,0.0199508185159908,"NRP1/PLEC/FGF2/CXCL14/ANOS1/BSG/SBDS/HMGB2/LGALS3/F3/SMAD3/RPS19/CD74/C3/PTN/YTHDF1/TUBB2B/GSTP1",18
"AD (Down)","GO:0001906","cell killing","10/283","86/8692",0.116279069767442,3.57136987427069,4.39611477630105,0.000454080306083131,0.0199508185159908,0.0199508185159908,"HLA-E/LAMP1/TUBB/CXCL14/HMGN2/HLA-C/LGALS3/RPS19/TUBB4B/HLA-A",10
"AD (Down)","GO:0071216","cellular response to biotic stimulus","12/283","119/8692",0.100840336134454,3.0971879918045,4.22571640698125,0.00047658520563937,0.0199739793008967,0.0199739793008967,"DAB2IP/TXNIP/TRIM5/TNFRSF1A/ZFP36/CASP7/VIM/SIRPA/HMGB2/SMAD3/B2M/GSTP1",12
"AD (Down)","GO:0002009","morphogenesis of an epithelium","14/283","154/8692",0.0909090909090909,2.79216190170254,4.11637983831686,0.000480739139729634,0.0199739793008967,0.0199739793008967,"CD44/NRP1/AGT/STAT1/NDRG4/FGF2/DDR1/ACTB/BSG/RHOC/ACTG1/ARHGAP24/FGFR2/SOX9",14
"AD (Down)","GO:0044344","cellular response to fibroblast growth factor stimulus","7/283","44/8692",0.159090909090909,4.88628332797944,4.74087902890151,0.000490547860785475,0.0199739793008967,0.0199739793008967,"CD44/FGF2/GPC1/ZFP36/ZFP36L2/FGFR2/FGFR3",7
"AD (Down)","GO:0034341","response to type II interferon","9/283","72/8692",0.125,3.83922261484099,4.43780257031774,0.00050957125349568,0.0199739793008967,0.0199739793008967,"PARP14/STAT1/GAPDH/PARP9/SIRPA/CD47/CD74/IFITM3/BST2",9
"AD (Down)","GO:0009612","response to mechanical stimulus","12/283","120/8692",0.1,3.07137809187279,4.19145528010221,0.00051446760964804,0.0199739793008967,0.0199739793008967,"TXNIP/PLEC/TUBA1A/TNFRSF1A/FGF2/CHI3L1/AQP1/GADD45A/FAS/SOX9/PTN/MAP3K14",12
"AD (Down)","GO:0030855","epithelial cell differentiation","18/283","231/8692",0.0779220779220779,2.39328163003075,3.93722260627134,0.000526357134260056,0.020257884141174,0.020257884141174,"NRP1/TXNIP/TUBB/PLEC/STAT1/TNFRSF1A/CBR1/FGF2/GSTM3/CLIC4/ZFP36/EZR/LGALS3/CNN3/FGFR2/SOX9/FSTL1/PSAP",18
"AD (Down)","GO:0006690","icosanoid metabolic process","7/283","45/8692",0.155555555555556,4.77769925402434,4.66076090383686,0.000564997307632097,0.0210141015426862,0.0210141015426862,"FABP5/TNFRSF1A/CBR1/PNPLA8/FADS1/CD74/GSTP1",7
